NR Number,Strain Name,Plate,Well,Gene Name,Gene Description,Accession Number,Plate 1,plate,underscore,location
NR-47599,NE1056,3,O24,-,hypothetical protein,SAUSA300_2169,H12,11,_,11_H12
,,,,,,,Plate 12,,_,_Plate 12
NR-47600,NE1057,3,B2,-,hypothetical protein,SAUSA300_2521,A1,12,_,12_A1
NR-47601,NE1058,3,B4,-,acetyltransferase,SAUSA300_0591,A2,12,_,12_A2
NR-47602,NE1059,3,B6,-,hypothetical protein,SAUSA300_1486,A3,12,_,12_A3
NR-47603,NE1060,3,B8,-,U32 family peptidase,SAUSA300_1570,A4,12,_,12_A4
NR-47604,NE1061,3,B10,-,inositol monophosphatase family protein,SAUSA300_2260,A5,12,_,12_A5
NR-47605,NE1062,3,B12,-,tandem lipoprotein,SAUSA300_0410,A6,12,_,12_A6
NR-47606,NE1063,3,B14,-,chorismate-binding domain-containing protein,SAUSA300_0699,A7,12,_,12_A7
NR-47607,NE1064,3,B16,-,TetR family transcriptional regulator,SAUSA300_2322,A8,12,_,12_A8
NR-47608,NE1065,3,B18,-,osmoprotectant ABC transporter permease,SAUSA300_0707,A9,12,_,12_A9
NR-47609,NE1066,3,B20,-,MarR family transcriptional regulator,SAUSA300_0954,A10,12,_,12_A10
NR-47610,NE1067,3,B22,-,hypothetical protein,SAUSA300_2266,A11,12,_,12_A11
NR-47611,NE1068,3,B24,-,"citrate transporter, permease",SAUSA300_2552,A12,12,_,12_A12
NR-47612,NE1069,3,D2,rocD,ornithine aminotransferase,SAUSA300_0187,B1,12,_,12_B1
NR-47613,NE1070,3,D4,-,putative oxidoreductase,SAUSA300_0329,B2,12,_,12_B2
NR-47614,NE1071,3,D6,-,NAD-dependent epimerase/dehydratase family protein,SAUSA300_0538,B3,12,_,12_B3
NR-47615,NE1072,3,D8,-,cobalamin synthesis protein/P47K family protein,SAUSA300_0673,B4,12,_,12_B4
NR-47616,NE1073,3,D10,-,hypothetical protein,SAUSA300_0810,B5,12,_,12_B5
NR-47617,NE1074,3,D12,oppB,oligopeptide ABC transporter permease,SAUSA300_0887,B6,12,_,12_B6
NR-47618,NE1075,3,D14,,cell wall surface anchor family protein,SAUSA300_1677,B7,12,_,12_B7
NR-47619,NE1076,3,D16,-,hypothetical protein,SAUSA300_2289,B8,12,_,12_B8
NR-47620,NE1077,3,D18,rbsK,ribokinase,SAUSA300_0262,B9,12,_,12_B9
NR-47621,NE1078,3,D20,-,hypothetical protein,SAUSA300_1698,B10,12,_,12_B10
NR-47622,NE1079,3,D22,-,S1 RNA-binding domain-containing protein,SAUSA300_2021,B11,12,_,12_B11
NR-47623,NE1080,3,D24,epiF,lantibiotic epidermin immunity protein F,SAUSA300_1762,B12,12,_,12_B12
NR-47624,NE1081,3,F2,phoB,alkaline phosphatase,SAUSA300_2561,C1,12,_,12_C1
NR-47625,NE1082,3,F4,-,hypothetical protein,SAUSA300_2635,C2,12,_,12_C2
NR-47626,NE1083,3,F6,potC,spermidine/putrescine ABC transporter permease,SAUSA300_1001,C3,12,_,12_C3
NR-47627,NE1084,3,F8,-,hypothetical protein,SAUSA300_1017,C4,12,_,12_C4
NR-47628,NE1085,3,F10,scpB,segregation and condensation protein B,SAUSA300_1444,C5,12,_,12_C5
NR-47629,NE1086,3,F12,hemL,glutamate-1-semialdehyde aminotransferase,SAUSA300_1845,C6,12,_,12_C6
NR-47630,NE1087,3,F14,-,CamS sex pheromone cAM373,SAUSA300_1884,C7,12,_,12_C7
NR-47631,NE1088,3,F16,,conserved hypothetical protein,SAUSA300_2167,C8,12,_,12_C8
NR-47632,NE1089,3,F18,-,response regulator protein,SAUSA300_2308,C9,12,_,12_C9
NR-47633,NE1090,3,F20,bioA,adenosylmethionine-8-amino-7-oxononanoate transaminase,SAUSA300_2372,C10,12,_,12_C10
NR-47634,NE1091,3,F22,-,hypothetical protein,SAUSA300_2402,C11,12,_,12_C11
NR-47635,NE1092,3,F24,-,putative acyl-CoA acetyltransferase FadA,SAUSA300_0225,C12,12,_,12_C12
NR-47636,NE1093,3,H2,-,hypothetical protein,SAUSA300_0586,D1,12,_,12_D1
NR-47637,NE1094,3,H4,-,phiSLT ORF 99-like protein,SAUSA300_1385,D2,12,_,12_D2
NR-47638,NE1095,3,H6,aldA2,aldehyde dehydrogenase,SAUSA300_1901,D3,12,_,12_D3
NR-47639,NE1096,3,H8,,"conserved hypothetical protein""",SAUSA300_2404,D4,12,_,12_D4
NR-47640,NE1097,3,H10,-,manganese transport protein MntH,SAUSA300_1005,D5,12,_,12_D5
NR-47641,NE1098,3,H12,splC,serine protease SplC,SAUSA300_1756,D6,12,_,12_D6
NR-47642,NE1099,3,H14,-,hypothetical protein,SAUSA300_2282,D7,12,_,12_D7
NR-47643,NE1100,3,H16,gltD,glutamate synthase subunit beta,SAUSA300_0446,D8,12,_,12_D8
NR-47644,NE1101,3,H18,purM,phosphoribosylaminoimidazole synthetase,SAUSA300_0973,D9,12,_,12_D9
NR-47645,NE1102,3,H20,-,iron transport associated domain-containing protein,SAUSA300_1028,D10,12,_,12_D10
NR-47646,NE1103,3,H22,leuA,2-isopropylmalate synthase,SAUSA300_2010,D11,12,_,12_D11
NR-47647,NE1104,3,H24,-,haloacid dehalogenase-like hydrolase,SAUSA300_2102,D12,12,_,12_D12
NR-47648,NE1105,3,J2,-,ABC transporter protein,SAUSA300_2556,E1,12,_,12_E1
NR-47649,NE1106,3,J4,-,hypothetical protein,SAUSA300_0420,E2,12,_,12_E2
NR-47650,NE1107,3,J6,cinA,competence/damage-inducible protein cinA,SAUSA300_1177,E3,12,_,12_E3
NR-47651,NE1108,3,J8,-,hypothetical protein,SAUSA300_1223,E4,12,_,12_E4
NR-47652,NE1109,3,J10,rpoF,RNA polymerase sigma factor SigB,SAUSA300_2022,E5,12,_,12_E5
NR-47653,NE1110,3,J12,-,hypothetical protein,SAUSA300_2315,E6,12,_,12_E6
NR-47654,NE1111,3,J14,-,hypothetical protein,SAUSA300_0031,E7,12,_,12_E7
NR-47655,NE1112,3,J16,-,hypothetical protein,SAUSA300_0276,E8,12,_,12_E8
NR-47656,NE1113,3,J18,ureG,urease accessory protein UreG,SAUSA300_2243,E9,12,_,12_E9
NR-47657,NE1114,3,J20,-,perfringolysin O regulator protein,SAUSA300_2471,E10,12,_,12_E10
NR-47658,NE1115,3,J22,-,transporter protein,SAUSA300_2434,E11,12,_,12_E11
NR-47659,NE1116,3,J24,nsaS,nisin susceptibility-associated sensor histidine kinase,SAUSA300_2558,E12,12,_,12_E12
NR-47660,NE1117,3,L2,-,hypothetical protein,SAUSA300_0518,F1,12,_,12_F1
NR-47661,NE1118,3,L4,dapD,tetrahydrodipicolinate acetyltransferase,SAUSA300_1290,F2,12,_,12_F2
NR-47662,NE1119,3,L6,-,hypothetical protein,SAUSA300_1322,F3,12,_,12_F3
NR-47663,NE1120,3,L8,-,phiSLT ORF129-like protein,SAUSA300_1387,F4,12,_,12_F4
NR-47664,NE1121,3,L10,,conserved hypothetical protein,SAUSA300_1247,F5,12,_,12_F5
NR-47665,NE1122,3,L12,est,carboxylesterase,SAUSA300_0763,F6,12,_,12_F6
NR-47666,NE1123,3,L14,,"phiSLT ORF257-like protein, putative prophage protease",SAUSA300_1402,F7,12,_,12_F7
NR-47667,NE1124,3,L16,gntK,gluconate kinase,SAUSA300_2443,F8,12,_,12_F8
NR-47668,NE1125,3,L18,arcD,arginine/oirnithine antiporter,SAUSA300_0064,F9,12,_,12_F9
NR-47669,NE1126,3,L20,-,hypothetical protein,SAUSA300_0266,F10,12,_,12_F10
NR-47670,NE1127,3,L22,-,tandem lipoprotein,SAUSA300_0414,F11,12,_,12_F11
NR-47671,NE1128,3,L24,hslO,Hsp33-like chaperonin,SAUSA300_0490,F12,12,_,12_F12
NR-47672,NE1129,3,N2,-,hypothetical protein,SAUSA300_0724,G1,12,_,12_G1
NR-47673,NE1130,3,N4,-,hypothetical protein,SAUSA300_1561,G2,12,_,12_G2
NR-47674,NE1131,3,N6,-,amino acid permease,SAUSA300_2395,G3,12,_,12_G3
NR-47675,NE1132,3,N8,tetR,intercellular adhesion operon transcription regulator,SAUSA300_2599,G4,12,_,12_G4
NR-47676,NE1133,3,N10,-,putative ferrichrome ABC transporter,SAUSA300_0941,G5,12,_,12_G5
NR-47677,NE1134,3,N12,purS,phosphoribosylformylglycinamidine synthase,SAUSA300_0969,G6,12,_,12_G6
NR-47678,NE1135,3,N14,opuD,glycine betaine transporter opuD,SAUSA300_1245,G7,12,_,12_G7
NR-47679,NE1136,3,N16,ald,alanine dehydrogenase,SAUSA300_1331,G8,12,_,12_G8
NR-47680,NE1137,3,N18,-,glycine betaine transporter,SAUSA300_2145,G9,12,_,12_G9
NR-47681,NE1138,3,N20,-,NAD dependent epimerase/dehydratase family protein,SAUSA300_2387,G10,12,_,12_G10
NR-47682,NE1139,3,N22,-,putative monovalent cation/H+ antiporter subunit D,SAUSA300_0613,G11,12,_,12_G11
NR-47683,NE1140,3,N24,lysA,diaminopimelate decarboxylase,SAUSA300_1293,G12,12,_,12_G12
NR-47684,NE1141,3,P2,-,putative serine protease HtrA,SAUSA300_1674,H1,12,_,12_H1
NR-47685,NE1142,3,P4,-,RpiR family phosphosugar-binding transcriptional regulator,SAUSA300_2264,H2,12,_,12_H2
NR-47686,NE1143,3,P6,-,hypothetical protein,SAUSA300_0831,H3,12,_,12_H3
NR-47687,NE1144,3,P8,asd,aspartate semialdehyde dehydrogenase,SAUSA300_1287,H4,12,_,12_H4
NR-47688,NE1145,3,P10,-,hypothetical protein,SAUSA300_1536,H5,12,_,12_H5
NR-47689,NE1146,3,P12,-,hypothetical protein,SAUSA300_2131,H6,12,_,12_H6
NR-47690,NE1147,3,P14,-,"alcohol dehydrogenase, zinc-containing",SAUSA300_2146,H7,12,_,12_H7
NR-47691,NE1148,3,P16,cbiO,cobalt transporter ATP-binding subunit,SAUSA300_2176,H8,12,_,12_H8
NR-47692,NE1149,3,P18,ipdC,indole-3-pyruvate decarboxylase,SAUSA300_0190,H9,12,_,12_H9
NR-47693,NE1150,3,P20,-,hypothetical protein,SAUSA300_0866,H10,12,_,12_H10
NR-47694,NE1151,3,P22,-,dehydrogenase family protein,SAUSA300_2251,H11,12,_,12_H11
NR-47695,NE1152,3,P24,narH,"respiratory nitrate reductase, beta subunit",SAUSA300_2342,H12,12,_,12_H12
,,,,,,,Plate 13,,_,_Plate 13
NR-47696,NE1153,4,A1,-,hypothetical protein,SAUSA300_2614,A1,13,_,13_A1
NR-47697,NE1154,4,A3,uhpT,sugar phosphate antiporter,SAUSA300_0216,A2,13,_,13_A2
NR-47698,NE1155,4,A5,-,hypothetical protein,SAUSA300_0336,A3,13,_,13_A3
NR-47699,NE1156,4,A7,hsdM,"type I restriction-modification system, M subunit",SAUSA300_0405,A4,13,_,13_A4
NR-47700,NE1157,4,A9,,sensor histidine kinase,SAUSA300_2338,A5,13,_,13_A5
NR-47701,NE1158,4,A11,rex,redox-sensing transcriptional repressor Rex,SAUSA300_1999,A6,13,_,13_A6
NR-47702,NE1159,4,A13,potA,spermidine/putrescine ABC transporter ATP-binding protein,SAUSA300_0999,A7,13,_,13_A7
NR-47703,NE1160,4,A15,-,tandem lipoprotein,SAUSA300_0417,A8,13,_,13_A8
NR-47704,NE1161,4,A17,-,integral membrane protein,SAUSA300_0714,A9,13,_,13_A9
NR-47705,NE1162,4,A19,-,hypothetical protein,SAUSA300_1506,A10,13,_,13_A10
NR-47706,NE1163,4,A21,-,pyridine nucleotide-disulfide oxidoreductase,SAUSA300_2319,A11,13,_,13_A11
NR-47707,NE1164,4,A23,-,hypothetical protein,SAUSA300_2637,A12,13,_,13_A12
NR-47708,NE1165,4,C1,-,hypothetical protein,SAUSA300_0553,B1,13,_,13_B1
NR-47709,NE1166,4,C3,ilvB,acetolactate synthase large subunit,SAUSA300_2007,B2,13,_,13_B2
NR-47710,NE1167,4,C5,icaB,intercellular adhesion protein B,SAUSA300_2601,B3,13,_,13_B3
NR-47711,NE1168,4,C7,-,ABC transporter ATP-binding protein,SAUSA300_0271,B4,13,_,13_B4
NR-47712,NE1169,4,C9,pepF,oligoendopeptidase F,SAUSA300_0902,B5,13,_,13_B5
NR-47713,NE1170,4,C11,-,putative translaldolase,SAUSA300_1725,B6,13,_,13_B6
NR-47714,NE1171,4,C13,-,hypothetical protein,SAUSA300_0632,B7,13,_,13_B7
NR-47715,NE1172,4,C15,-,iron/heme permease,SAUSA300_1033,B8,13,_,13_B8
NR-47716,NE1173,4,C17,-,hypothetical protein,SAUSA300_1792,B9,13,_,13_B9
NR-47717,NE1174,4,C19,opp-1A,"oligopeptide permease, peptide-binding protein",SAUSA300_2411,B10,13,_,13_B10
NR-47718,NE1175,4,C21,-,hypothetical protein,SAUSA300_2423,B11,13,_,13_B11
NR-47719,NE1176,4,C23,radA,DNA repair protein RadA,SAUSA300_0511,B12,13,_,13_B12
NR-47720,NE1177,4,E1,ilvC,ketol-acid reductoisomerase,SAUSA300_2009,C1,13,_,13_C1
NR-47721,NE1178,4,E3,manA,mannose-6-phosphate isomerase,SAUSA300_2577,C2,13,_,13_C2
NR-47722,NE1179,4,E5,msrA,methionine sulfoxide reductase A,SAUSA300_2594,C3,13,_,13_C3
NR-47723,NE1180,4,E7,-,hypothetical protein,SAUSA300_0753,C4,13,_,13_C4
NR-47724,NE1181,4,E9,-,putative staphylocoagulase,SAUSA300_0773,C5,13,_,13_C5
NR-47725,NE1182,4,E11,-,hypothetical protein,SAUSA300_1284,C6,13,_,13_C6
NR-47726,NE1183,4,E13,arlS,sensor histidine kinase protein,SAUSA300_1307,C7,13,_,13_C7
NR-47727,NE1184,4,E15,-,putative drug transporter,SAUSA300_1328,C8,13,_,13_C8
NR-47728,NE1185,4,E17,-,MerR family transcriptional regulator,SAUSA300_2336,C9,13,_,13_C9
NR-47729,NE1186,4,E19,-,putative cobalt ABC transporter ATP-binding protein,SAUSA300_2617,C10,13,_,13_C10
NR-47730,NE1187,4,E21,-,hypothetical protein,SAUSA300_0321,C11,13,_,13_C11
NR-47731,NE1188,4,E23,,putative membrane protein,SAUSA300_1912,C12,13,_,13_C12
NR-47732,NE1189,4,G1,-,MarR family transcriptional regulator,SAUSA300_2216,D1,13,_,13_D1
NR-47733,NE1190,4,G3,-,putative N-acetylmuramoyl-L-alanine amidase,SAUSA300_2256,D2,13,_,13_D2
NR-47734,NE1191,4,G5,-,heat shock protein,SAUSA300_2332,D3,13,_,13_D3
NR-47735,NE1192,4,G7,-,PfkB family carbohydrate kinase,SAUSA300_0311,D4,13,_,13_D4
NR-47736,NE1193,4,G9,sarA,accessory regulator A,SAUSA300_0605,D5,13,_,13_D5
NR-47737,NE1194,4,G11,-,superantigen-like protein,SAUSA300_1061,D6,13,_,13_D6
NR-47738,NE1195,4,G13,-,phiSLT ORF110-like protein,SAUSA300_1399,D7,13,_,13_D7
NR-47739,NE1196,4,G15,betB,glycine betaine aldehyde dehydrogenase,SAUSA300_2546,D8,13,_,13_D8
NR-47740,NE1197,4,G17,-,cobalt transport family protein,SAUSA300_2616,D9,13,_,13_D9
NR-47741,NE1198,4,G19,-,pyridoxal-phosphate dependent enzyme superfamily protein,SAUSA300_0118,D10,13,_,13_D10
NR-47742,NE1199,4,G21,-,Oye family NADH-dependent flavin oxidoreductase,SAUSA300_0322,D11,13,_,13_D11
NR-47743,NE1200,4,G23,-               t,"ional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase",p SAUSA300_0358,D12,13,_,13_D12
NR-47744,NE1201,4,I1,-,hypothetical protein,SAUSA300_2547,E1,13,_,13_E1
NR-47745,NE1202,4,I3,-,hypothetical protein,SAUSA300_1850,E2,13,_,13_E2
NR-47746,NE1203,4,I5,-,hypothetical protein,SAUSA300_1495,E3,13,_,13_E3
NR-47747,NE1204,4,I7,-,antibiotic transport-associated protein-like protein,SAUSA300_2489,E4,13,_,13_E4
NR-47748,NE1205,4,I9,nrdG,"anaerobic ribonucleotide reductase, small subunit",SAUSA300_2550,E5,13,_,13_E5
NR-47749,NE1206,4,I11,-,hypothetical protein,SAUSA300_2056,E6,13,_,13_E6
NR-47750,NE1207,4,I13,splB,serine protease SplB,SAUSA300_1757,E7,13,_,13_E7
NR-47751,NE1208,4,I15,-,hypothetical protein,SAUSA300_1650,E8,13,_,13_E8
NR-47752,NE1209,4,I17,,"oligopeptide ABC transporter, permease protein",SAUSA300_2410,E9,13,_,13_E9
NR-47753,NE1210,4,I19,-,hypothetical protein,SAUSA300_1534,E10,13,_,13_E10
NR-47754,NE1211,4,I21,-,tandem lipoprotein,SAUSA300_0411,E11,13,_,13_E11
NR-47755,NE1212,4,I23,uvrC,excinuclease ABC subunit C,SAUSA300_1045,E12,13,_,13_E12
NR-47756,NE1213,4,K1,-,putative lipoprotein,SAUSA300_2355,F1,13,_,13_F1
NR-47757,NE1214,4,K3,-,Na+/H+ antiporter family protein,SAUSA300_2273,F2,13,_,13_F2
NR-47758,NE1215,4,K5,trpF,N-(5'-phosphoribosyl)anthranilate isomerase,SAUSA300_1266,F3,13,_,13_F3
NR-47759,NE1216,4,K7,-,TetR family transcriptional regulator,SAUSA300_2530,F4,13,_,13_F4
NR-47760,NE1217,4,K9,budA,alpha-acetolactate decarboxylase,SAUSA300_2165,F5,13,_,13_F5
NR-47761,NE1218,4,K11,-,TENA/THI-4 family protein,SAUSA300_2050,F6,13,_,13_F6
NR-47762,NE1219,4,K13,-,putative ATP-dependent Clp proteinase,SAUSA300_2486,F7,13,_,13_F7
NR-47763,NE1220,4,K15,-,hypothetical protein,SAUSA300_2168,F8,13,_,13_F8
NR-47764,NE1221,4,K17,-,chaperone protein HchA,SAUSA300_0536,F9,13,_,13_F9
NR-47765,NE1222,4,K19,-,succinyl-diaminopimelate desuccinylase,SAUSA300_1976,F10,13,_,13_F10
NR-47766,NE1223,4,K21,-,hypothetical protein,SAUSA300_2513,F11,13,_,13_F11
NR-47767,NE1224,4,K23,-,Fe/Mn family superoxide dismutase,SAUSA300_0135,F12,13,_,13_F12
NR-47768,NE1225,4,M1,-,hypothetical protein,SAUSA300_0421,G1,13,_,13_G1
NR-47769,NE1226,4,M3,-,hypothetical protein,SAUSA300_0373,G2,13,_,13_G2
NR-47770,NE1227,4,M5,vraB,acetyl-CoA c-acetyltransferase,SAUSA300_0560,G3,13,_,13_G3
NR-47771,NE1228,4,M7,-,hypothetical protein,SAUSA300_0811,G4,13,_,13_G4
NR-47772,NE1229,4,M9,-,ABC transporter permease,SAUSA300_1515,G5,13,_,13_G5
NR-47773,NE1230,4,M11,-,hypothetical protein,SAUSA300_0048,G6,13,_,13_G6
NR-47774,NE1231,4,M13,-,hypothetical protein,SAUSA300_0430,G7,13,_,13_G7
NR-47775,NE1232,4,M15,hisF,imidazole glycerol phosphate synthase subunit HisF,SAUSA300_2606,G8,13,_,13_G8
NR-47776,NE1233,4,M17,argR,arginine repressor,SAUSA300_0066,G9,13,_,13_G9
NR-47777,NE1234,4,M19,lctP,L-lactate permease,SAUSA300_0112,G10,13,_,13_G10
NR-47778,NE1235,4,M21,cap5E,capsular polysaccharide biosynthesis protein Cap5E,SAUSA300_0156,G11,13,_,13_G11
NR-47779,NE1236,4,M23,-,glyoxalase family protein,SAUSA300_0338,G12,13,_,13_G12
NR-47780,NE1237,4,O1,purR,pur operon repressor,SAUSA300_0473,H1,13,_,13_H1
NR-47781,NE1238,4,O3,,conserved hypothetical protein,SAUSA300_0214,H2,13,_,13_H2
NR-47782,NE1239,4,O5,-,hypothetical protein,SAUSA300_1040,H3,13,_,13_H3
NR-47783,NE1240,4,O7,lukD,leukotoxin LukD,SAUSA300_1768,H4,13,_,13_H4
NR-47784,NE1241,4,O9,nuc,thermonuclease,SAUSA300_1222,H5,13,_,13_H5
NR-47785,NE1242,4,O11,-,phiSLT ORF527-like protein,SAUSA300_1391,H6,13,_,13_H6
NR-47786,NE1243,4,O13,-,phiSLT ORF123-like protein,SAUSA300_1398,H7,13,_,13_H7
NR-47787,NE1244,4,O15,rluB,ribosomal large subunit pseudouridine synthase B,SAUSA300_1443,H8,13,_,13_H8
NR-47788,NE1245,4,O17,-,hypothetical protein,SAUSA300_1484,H9,13,_,13_H9
NR-47789,NE1246,4,O19,-,hypothetical protein,SAUSA300_1722,H10,13,_,13_H10
NR-47790,NE1247,4,O21,-,hypothetical protein,SAUSA300_1796,H11,13,_,13_H11
NR-47791,NE1248,4,O23,-,phi77 ORF017-like protein,SAUSA300_1971,H12,13,_,13_H12
,,,,,,,Plate 14,,_,_Plate 14
NR-47792,NE1249,4,B1,kdpE,"DNA-binding response regulator, KdpE",SAUSA300_2036,A1,14,_,14_A1
NR-47793,NE1250,4,B3,-,aldehyde dehydrogenase family protein,SAUSA300_2076,A2,14,_,14_A2
NR-47794,NE1251,4,B5,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,SAUSA300_2534,A3,14,_,14_A3
NR-47795,NE1252,4,B7,phnC,phosphonate ABC transporter ATP-binding protein,SAUSA300_0144,A4,14,_,14_A4
NR-47796,NE1253,4,B9,murQ,N-acetylmuramic acid-6-phosphate etherase,SAUSA300_0193,A5,14,_,14_A5
NR-47797,NE1254,4,B11,pfoR,perfringolysin O regulator protein,SAUSA300_0310,A6,14,_,14_A6
NR-47798,NE1255,4,B13,sek,enterotoxin K,SAUSA300_0800,A7,14,_,14_A7
NR-47799,NE1256,4,B15,-,hypothetical protein,SAUSA300_0882,A8,14,_,14_A8
NR-47800,NE1257,4,B17,-,lipoate-protein ligase A family protein,SAUSA300_0930,A9,14,_,14_A9
NR-47801,NE1258,4,B19,-,putative restriction/modification system specificity protein,SAUSA300_0406,A10,14,_,14_A10
NR-47802,NE1259,4,B21,-,hypothetical protein,SAUSA300_1489,A11,14,_,14_A11
NR-47803,NE1260,4,B23,pckA,phosphoenolpyruvate carboxykinase,SAUSA300_1731,A12,14,_,14_A12
NR-47804,NE1261,4,D1,-,truncated beta-hemolysin,SAUSA300_1973,B1,14,_,14_B1
NR-47805,NE1262,4,D3,-,hypothetical protein,SAUSA300_1984,B2,14,_,14_B2
NR-47806,NE1263,4,D5,mtlD,mannitol-1-phosphate 5-dehydrogenase,SAUSA300_2108,B3,14,_,14_B3
NR-47807,NE1264,4,D7,-,glutamyl-aminopeptidase,SAUSA300_2400,B4,14,_,14_B4
NR-47808,NE1265,4,D9,-,glyoxalase family protein,SAUSA300_2461,B5,14,_,14_B5
NR-47809,NE1266,4,D11,hisD,histidinol dehydrogenase,SAUSA300_2611,B6,14,_,14_B6
NR-47810,NE1267,4,D13,-,hypothetical protein,SAUSA300_0391,B7,14,_,14_B7
NR-47811,NE1268,4,D15,-,hypothetical protein,SAUSA300_0666,B8,14,_,14_B8
NR-47812,NE1269,4,D17,-,OsmC/Ohr family protein,SAUSA300_0786,B9,14,_,14_B9
NR-47813,NE1270,4,D19,-,hypothetical protein,SAUSA300_0913,B10,14,_,14_B10
NR-47814,NE1271,4,D21,-,hypothetical protein,SAUSA300_0942,B11,14,_,14_B11
NR-47815,NE1272,4,D23,-,hypothetical protein,SAUSA300_1207,B12,14,_,14_B12
NR-47816,NE1273,4,F1,-,prephenate dehydrogenase,SAUSA300_1260,C1,14,_,14_C1
NR-47817,NE1274,4,F3,pstA,phosphate ABC transporter permease PstA,SAUSA300_1281,C2,14,_,14_C2
NR-47818,NE1275,4,F5,-,hypothetical protein,SAUSA300_1304,C3,14,_,14_C3
NR-47819,NE1276,4,F7,-,bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase,SAUSA300_1683,C4,14,_,14_C4
NR-47820,NE1277,4,F9,-,hypothetical protein,SAUSA300_1759,C5,14,_,14_C5
NR-47821,NE1278,4,F11,-,staphopain A,SAUSA300_1890,C6,14,_,14_C6
NR-47822,NE1279,4,F13,nirD,"nitrite reductase [NAD(P)H], small subunit",SAUSA300_2345,C7,14,_,14_C7
NR-47823,NE1280,4,F15,,"ABC transporter, substrate-binding protein",SAUSA300_0231,C8,14,_,14_C8
NR-47824,NE1281,4,F17,-,hypothetical protein,SAUSA300_0725,C9,14,_,14_C9
NR-47825,NE1282,4,F19,-,"PTS system, IIA component",SAUSA300_0332,C10,14,_,14_C10
NR-47826,NE1283,4,F21,,putative transposase,SAUSA300_0028,C11,14,_,14_C11
NR-47827,NE1284,4,F23,-,hypothetical protein,SAUSA300_1378,C12,14,_,14_C12
NR-47828,NE1285,4,H1,-,hypothetical protein,SAUSA300_0775,D1,14,_,14_D1
NR-47829,NE1286,4,H3,,capsular polysaccharide biosynthesis protein  Cap1A,SAUSA300_2598,D2,14,_,14_D2
NR-47830,NE1287,4,H5,,cardiolipin synthetase,SAUSA300_1216,D3,14,_,14_D3
NR-47831,NE1288,4,H7,,hypothetical protein,SAUSA300_0426,D4,14,_,14_D4
NR-47832,NE1289,4,H9,sdrD,sdrD protein,SAUSA300_0547,D5,14,_,14_D5
NR-47833,NE1290,4,H11,,"phosphotransferase system, fructose-specific IIABC component",SAUSA300_2576,D6,14,_,14_D6
NR-47834,NE1291,4,H13,,putative endodeoxyribonuclease RusA,SAUSA300_1955,D7,14,_,14_D7
NR-47835,NE1292,4,H15,,"putative Na+/H+ antiporter, MnhE component",SAUSA300_0614,D8,14,_,14_D8
NR-47836,NE1293,4,H17,-,hypothetical protein,SAUSA300_1583,D9,14,_,14_D9
NR-47837,NE1294,4,H19,,hypothetical protein,SAUSA300_1199,D10,14,_,14_D10
NR-47838,NE1295,4,H21,rrlA,23S ribosomal RNA,SAUSA300_0456,D11,14,_,14_D11
NR-47839,NE1296,4,H23,saeS,sensor histidine kinase SaeS,SAUSA300_0690,D12,14,_,14_D12
NR-47840,NE1297,4,J1,-,carbon-nitrogen family hydrolase,SAUSA300_1987,E1,14,_,14_E1
NR-47841,NE1298,4,J3,-,hypothetical protein,SAUSA300_1964,E2,14,_,14_E2
NR-47842,NE1299,4,J5,-,hypothetical protein,SAUSA300_0905,E3,14,_,14_E3
NR-47843,NE1300,4,J7,-,Aerolysin/leukocidin family protein,SAUSA300_1975,E4,14,_,14_E4
NR-47844,NE1301,4,J9,pyrB,aspartate carbamoyltransferase catalytic subunit,SAUSA300_1093,E5,14,_,14_E5
NR-47845,NE1302,4,J11,-,hypothetical protein,SAUSA300_0083,E6,14,_,14_E6
NR-47846,NE1303,4,J13,-,truncated amidase,SAUSA300_1921,E7,14,_,14_E7
NR-47847,NE1304,4,J15,-,transcription regulatory protein,SAUSA300_2326,E8,14,_,14_E8
NR-47848,NE1305,4,J17,dat,D-alanine aminotransferase,SAUSA300_1696,E9,14,_,14_E9
NR-47849,NE1306,4,J19,-,putative glutamyl aminopeptidase,SAUSA300_1261,E10,14,_,14_E10
NR-47850,NE1307,4,J21,-,beta-lactamase,SAUSA300_2386,E11,14,_,14_E11
NR-47851,NE1308,4,J23,ureD,urease accessory protein UreD,SAUSA300_2244,E12,14,_,14_E12
NR-47852,NE1309,4,L1,srrA,"respiratory response protein, SrrA",SAUSA300_1442,F1,14,_,14_F1
NR-47853,NE1310,4,L3,-,hypothetical protein,SAUSA300_1942,F2,14,_,14_F2
NR-47854,NE1311,4,L5,-,hypothetical protein,SAUSA300_0174,F3,14,_,14_F3
NR-47855,NE1312,4,L7,-,hypothetical protein,SAUSA300_0422,F4,14,_,14_F4
NR-47856,NE1313,4,L9,-,putative cell division protein FtsH,SAUSA300_0489,F5,14,_,14_F5
NR-47857,NE1314,4,L11,oppC,oligopeptide ABC transporter permease,SAUSA300_0896,F6,14,_,14_F6
NR-47858,NE1315,4,L13,-,adaptor protein,SAUSA300_0899,F7,14,_,14_F7
NR-47859,NE1316,4,L15,phoU,phosphate transport system regulatory protein PhoU,SAUSA300_1279,F8,14,_,14_F8
