ID,Strain Name,Sanger Exact,Location,Locus Tag,Gene Abbrev.,Putative ORF Function
364,PW2774,,lacZwp03q1B12,PA0195.1,pntAB,"putative NAD(P) transhydrogenase, subunit alpha part 2"
365,PW2754,,lacZwp01q2G07,PA0195.1,pntAB,"putative NAD(P) transhydrogenase, subunit alpha part 2"
366,PW1341,+,phoAbp03q1B07,PA0195.1,pntAB,"putative NAD(P) transhydrogenase, subunit alpha part 2"
367,PW1342,+,phoAbp03q2G06,PA0196,pntB,"pyridine nucleotide transhydrogenase, beta subunit"
368,PW1343,+,phoAwp08q3B11,PA0196,pntB,"pyridine nucleotide transhydrogenase, beta subunit"
369,PW1344,+,lacZwp03q1D09,PA0197,,hypothetical protein
370,PW1345,+,Supplemental_Plate3A10,PA0197,,hypothetical protein
371,PW1347,+,phoAwp01q3B06,PA0198,exbB1,transport protein ExbB
372,PW1346,+,lacZwp07q2E01,PA0198,exbB1,transport protein ExbB
373,PW1349,+,phoAwp07q1B06,PA0199,exbD1,transport protein ExbD
374,PW1348,+,lacZwp03q2A11,PA0199,exbD1,transport protein ExbD
375,PW1350,+,phoAwp01q3E07,PA0200,,hypothetical protein
376,PW1352,+,phoAwp09q1D11,PA0201,,hypothetical protein
377,PW1351,+,lacZwp06q4H04,PA0201,,hypothetical protein
378,PW1353,+,lacZwp01q1B01,PA0202,,probable amidase
379,PW1354,+,lacZwp04q4A01,PA0202,,probable amidase
380,PW1356,+,lacZwp09q1C11,PA0203,,probable binding protein component of ABC transporter
381,PW1355,+,lacZwp01q1B05,PA0203,,probable binding protein component of ABC transporter
382,PW1357,+,lacZwp07q2D01,PA0204,,probable permease of ABC transporter
383,PW3060,,lacZwp09q2D01,PA0204,,probable permease of ABC transporter
384,PW1358,+,phoAwp10q1E01,PA0204,,probable permease of ABC transporter
385,PW1359,+,phoAwp01q4F01,PA0205,,probable permease of ABC transporter
386,PW1360,+,phoAwp02q3E08,PA0205,,probable permease of ABC transporter
387,PW1361,+,phoAwp06q4F07,PA0206,,probable ATP-binding component of ABC transporter
388,PW1362,+,phoAwp08q3C08,PA0206,,probable ATP-binding component of ABC transporter
389,PW1364,+,phoAwp04q3G04,PA0207,,probable transcriptional regulator
390,PW1363,,lacZwp03q3F05,PA0207,,probable transcriptional regulator
391,PW1282,,lacZwp07q1C11,PA0207,,probable transcriptional regulator
392,PW1365,+,phoAwp08q3E09,PA0207,,probable transcriptional regulator
393,PW1367,+,lacZwp02q2D07,PA0208,mdcA,malonate decarboxylase alpha subunit
394,PW1366,+,lacZbp02q1H02,PA0208,mdcA,malonate decarboxylase alpha subunit
395,PW1368,+,lacZwp04q2G10,PA0209,,conserved hypothetical protein
396,PW1369,+,phoAwp04q2C09,PA0209,,conserved hypothetical protein
397,PW1370,+,Supplemental_Plate3E09,PA0210,mdcC,malonate decarboxylase delta subunit
398,PW1371,+,lacZbp03q3G01,PA0211,mdcD,malonate decarboxylase beta subunit
399,PW1372,+,phoAwp06q2B01,PA0211,mdcD,malonate decarboxylase beta subunit
400,PW1374,+,lacZbp03q2A01,PA0212,mdcE,malonate decarboxylase gamma subunit
401,PW1373,+,lacZbp01q1A04,PA0212,mdcE,malonate decarboxylase gamma subunit
402,PW1375,+,lacZwp04q4E04,PA0213,,hypothetical protein
403,PW1376,+,lacZwp05q1C02,PA0213,,hypothetical protein
404,PW8695,,lacZwp05q1B10,PA0213,,hypothetical protein
405,PW1377,+,lacZwp01q2H12,PA0214,,probable acyl transferase
406,PW1378,+,lacZwp09q4B03,PA0215,,malonate transporter MadL
407,PW1380,+,lacZwp06q2D06,PA0216,,malonate transporter MadM
408,PW1379,+,lacZwp05q4C05,PA0216,,malonate transporter MadM
409,PW1381,+,lacZbp02q2B09,PA0217,,probable transcriptional regulator
410,PW1382,+,phoAwp10q1G10,PA0217,,probable transcriptional regulator
411,PW1384,+,phoAwp10q1G01,PA0218,,probable transcriptional regulator
412,PW1386,+,phoAwp01q3E10,PA0219,,probable aldehyde dehydrogenase
413,PW1385,+,lacZwp01q1D07,PA0219,,probable aldehyde dehydrogenase
414,PW1387,+,lacZwp02q2A03,PA0220,,amino acid APC family transporter
415,PW1388,+,lacZwp09q3D03,PA0220,,amino acid APC family transporter
416,PW1389,+,phoAwp01q3A12,PA0221,,probable aminotransferase
417,PW1390,+,phoAwp01q3F09,PA0221,,probable aminotransferase
418,PW1391,+,lacZwp08q1E07,PA0222,,hypothetical protein
419,PW1392,+,phoAwp03q1B03,PA0222,,hypothetical protein
420,PW1394,+,phoAwp06q1D12,PA0223,,probable dihydrodipicolinate synthetase
421,PW1393,+,lacZwp02q2A12,PA0223,,probable dihydrodipicolinate synthetase
422,PW1396,+,phoAwp03q2E11,PA0224,,probable aldolase
423,PW1395,+,lacZwp02q4B04,PA0224,,probable aldolase
424,PW1397,+,phoAwp05q2D07,PA0225,,probable transcriptional regulator
425,PW1398,+,phoAwp10q3B01,PA0225,,probable transcriptional regulator
426,PW1399,+,lacZwp07q4C09,PA0226,,"probable CoA transferase, subunit A"
427,PW1400,+,phoAwp06q3F05,PA0226,,"probable CoA transferase, subunit A"
428,PW1401,,lacZbp01q3G09,PA0227,,"probable CoA transferase, subunit B"
429,PW1402,+,lacZbp03q3F07,PA0227,,"probable CoA transferase, subunit B"
430,PW1403,+,phoAwp02q2H12,PA0228,pcaF,beta-ketoadipyl CoA thiolase PcaF
431,PW1404,+,phoAwp03q2G02,PA0228,pcaF,beta-ketoadipyl CoA thiolase PcaF
432,PW1405,+,lacZwp06q4C06,PA0229,pcaT,dicarboxylic acid transporter PcaT
433,PW1406,+,phoAwp01q1C03,PA0229,pcaT,dicarboxylic acid transporter PcaT
434,PW1407,+,lacZwp08q4G08,PA0230,pcaB,"3-carboxy-cis,cis-muconate cycloisomerase"
435,PW1408,+,phoAwp04q4F07,PA0230,pcaB,"3-carboxy-cis,cis-muconate cycloisomerase"
436,PW1410,+,lacZwp04q1A03,PA0231,pcaD,beta-ketoadipate enol-lactone hydrolase
437,PW1409,,lacZwp01q2C09,PA0231,pcaD,beta-ketoadipate enol-lactone hydrolase
438,PW1411,+,phoAwp05q2B08,PA0232,pcaC,gamma-carboxymuconolactone decarboxylase
439,PW1412,+,phoAwp10q1C07,PA0232,pcaC,gamma-carboxymuconolactone decarboxylase
440,PW1413,+,lacZwp04q3C01,PA0233,,probable transcriptional regulator
441,PW1414,+,phoAwp01q4B01,PA0233,,probable transcriptional regulator
442,PW1415,+,phoAwp09q2G09,PA0234,,hypothetical protein
443,PW1416,+,phoAwp09q4B03,PA0234,,hypothetical protein
444,PW1418,+,phoAwp04q3H01,PA0235,pcaK,4-hydroxybenzoate transporter PcaK
445,PW1417,+,phoAbp01q2B02,PA0235,pcaK,4-hydroxybenzoate transporter PcaK
446,PW1419,,lacZwp05q3E09,PA0236,,probable transcriptional regulator
447,PW1420,+,phoAwp02q4H09,PA0236,,probable transcriptional regulator
448,PW1422,+,phoAwp10q2F11,PA0237,,probable oxidoreductase
449,PW1421,+,lacZwp01q3B06,PA0237,,probable oxidoreductase
450,PW1423,+,phoAwp04q1A12,PA0238,,hypothetical protein
451,PW1424,+,phoAwp08q2F09,PA0238,,hypothetical protein
452,PW1425,+,lacZwp06q1H06,PA0239,,hypothetical protein
453,PW1426,,phoAwp04q3A12,PA0239,,hypothetical protein
454,PW1428,+,lacZwp08q1B05,PA0240,,probable porin
455,PW1427,+,lacZwp03q4F03,PA0240,,probable porin
456,PW1430,+,phoAwp03q3E09,PA0241,,probable major facilitator superfamily (MFS) transporter
457,PW1429,+,lacZwp01q3D06,PA0241,,probable major facilitator superfamily (MFS) transporter
458,PW8776,+,lacZwp01q2D02,PA0242,,hypothetical protein
459,PW1431,+,lacZwp03q3G05,PA0242,,hypothetical protein
460,PW1433,+,phoAwp07q1F10,PA0242,,hypothetical protein
461,PW1432,+,phoAwp05q1H12,PA0242,,hypothetical protein
462,PW1434,+,lacZbp03q2B08,PA0243,,probable transcriptional regulator
463,PW1435,+,phoAwp08q2D01,PA0243,,probable transcriptional regulator
464,PW1437,+,phoAwp03q2B11,PA0244,,hypothetical protein
465,PW1438,+,lacZwp01q3A08,PA0245,aroQ2,3-dehydroquinate dehydratase
466,PW1439,+,phoAwp09q4D07,PA0245,aroQ2,3-dehydroquinate dehydratase
467,PW1440,+,lacZwp07q2B01,PA0246,,probable major facilitator superfamily (MFS) transporter
468,PW1441,+,phoAwp04q4H02,PA0246,,probable major facilitator superfamily (MFS) transporter
469,PW1443,+,lacZbp02q3H03,PA0247,pobA,p-hydroxybenzoate hydroxylase
470,PW1442,,lacZbp01q2G01,PA0247,pobA,p-hydroxybenzoate hydroxylase
471,PW1445,+,lacZwp03q3C11,PA0248,,probable transcriptional regulator
472,PW1446,+,Supplemental_Plate4C11,PA0248,,probable transcriptional regulator
473,PW1444,+,lacZwp02q2C11,PA0248,,probable transcriptional regulator
474,PW1447,+,Supplemental_Plate4H08,PA0250,,conserved hypothetical protein
475,PW1449,+,phoAwp09q2B04,PA0251,,hypothetical protein
476,PW1448,+,phoAwp03q3F01,PA0251,,hypothetical protein
477,PW1450,+,lacZwp03q4E08,PA0253,,probable transcriptional regulator
478,PW1452,+,phoAwp01q4E07,PA0254,,conserved hypothetical protein
479,PW1451,+,phoAwp01q1C09,PA0254,,conserved hypothetical protein
480,PW1454,+,phoAbp02q1F12,PA0255,,conserved hypothetical protein
481,PW1453,+,lacZwp05q1E04,PA0255,,conserved hypothetical protein
482,PW1456,+,phoAwp09q1B08,PA0256,,hypothetical protein
483,PW1455,+,lacZwp07q2H04,PA0256,,hypothetical protein
484,PW1458,+,phoAwp05q3B09,PA0257,,hypothetical protein
485,PW1457,+,lacZwp01q2H10,PA0257,,hypothetical protein
486,PW1459,+,phoAwp05q4F12,PA0258,,hypothetical protein
487,PW1460,+,Supplemental_Plate3A11,PA0258,,hypothetical protein
488,PW1461,+,phoAbp03q2A10,PA0259,,hypothetical protein
489,PW1462,+,phoAwp10q1C06,PA0259,,hypothetical protein
490,PW6509,+,phoAwp02q2C11,PA0259,,hypothetical protein
491,PW1463,+,lacZwp03q3C04,PA0260,,hypothetical protein
492,PW1464,+,lacZwp03q3D02,PA0260,,hypothetical protein
493,PW1465,+,Supplemental_Plate3B05,PA0260,,hypothetical protein
494,PW1467,+,phoAwp04q4D03,PA0261,,hypothetical protein
495,PW1466,+,phoAwp04q3B07,PA0261,,hypothetical protein
496,PW4047,+,phoAwp04q3F08,PA0261,,hypothetical protein
497,PW1468,+,lacZwp03q2C01,PA0262,,conserved hypothetical protein
498,PW1469,+,lacZwp09q2F09,PA0262,,conserved hypothetical protein
499,PW1470,+,phoAwp03q1G01,PA0262,,conserved hypothetical protein
500,PW1471,+,phoAwp03q3G08,PA0262,,conserved hypothetical protein
501,PW1473,+,phoAwp04q3E04,PA0263,hcpC,secreted protein Hcp
502,PW1474,+,phoAwp10q1E06,PA0263,hcpC,secreted protein Hcp
503,PW1472,,lacZwp05q2C11,PA0263,hcpC,secreted protein Hcp
504,PW1475,+,lacZwp02q1H12,PA0264,,hypothetical protein
505,PW1477,+,lacZwp07q3G12,PA0265,gabD,succinate-semialdehyde dehydrogenase
506,PW1478,+,phoAbp02q4B08,PA0265,gabD,succinate-semialdehyde dehydrogenase
507,PW1584,+,lacZbp01q1G05,PA0265,gabD,succinate-semialdehyde dehydrogenase
508,PW1480,+,lacZwp05q1G11,PA0266,gabT,4-aminobutyrate aminotransferase
509,PW1481,+,lacZwp06q3B12,PA0266,gabT,4-aminobutyrate aminotransferase
510,PW1483,+,phoAwp09q1D08,PA0267,,hypothetical protein
511,PW1482,+,phoAwp04q2B11,PA0267,,hypothetical protein
512,PW1485,+,phoAwp05q1C09,PA0268,,probable transcriptional regulator
513,PW1486,,phoAwp07q2A09,PA0268,,probable transcriptional regulator
514,PW1484,+,phoAwp02q4C12,PA0268,,probable transcriptional regulator
515,PW1488,+,phoAwp06q2D11,PA0269,,conserved hypothetical protein
516,PW1487,+,phoAwp04q3C01,PA0269,,conserved hypothetical protein
517,PW1489,+,phoAwp05q3H11,PA0270,,hypothetical protein
518,PW1490,+,phoAwp07q1C05,PA0270,,hypothetical protein
519,PW1492,+,phoAwp09q2F09,PA0271,,hypothetical protein
520,PW1491,+,lacZwp01q1A03,PA0271,,hypothetical protein
521,PW1493,+,lacZwp01q1F12,PA0272,,probable transcriptional regulator
522,PW1494,+,phoAwp07q3A06,PA0272,,probable transcriptional regulator
523,PW1495,+,phoAwp07q3B06,PA0272,,probable transcriptional regulator
524,PW1497,,lacZwp08q1B02,PA0273,,probable major facilitator superfamily (MFS) transporter
525,PW1496,+,lacZwp01q2A07,PA0273,,probable major facilitator superfamily (MFS) transporter
526,PW1499,+,phoAwp03q4F10,PA0274,,hypothetical protein
527,PW1498,+,lacZwp01q1D01,PA0274,,hypothetical protein
528,PW1500,+,lacZwp01q4G07,PA0275,,probable transcriptional regulator
529,PW1501,+,phoAwp03q2G06,PA0275,,probable transcriptional regulator
530,PW1502,+,lacZwp04q3H07,PA0276,,hypothetical protein
531,PW1503,+,phoAwp09q4G03,PA0276,,hypothetical protein
532,PW1504,+,phoAbp02q3G11,PA0277,,conserved hypothetical protein
533,PW1505,+,Supplemental_Plate4E04,PA0277,,conserved hypothetical protein
534,PW1506,+,lacZwp01q2D08,PA0278,,hypothetical protein
535,PW1507,+,lacZwp02q2D06,PA0278,,hypothetical protein
536,PW1509,+,phoAwp05q1E02,PA0279,,probable transcriptional regulator
537,PW8195,,lacZwp04q3B12,PA0279,,probable transcriptional regulator
538,PW1508,,phoAwp01q2B10,PA0279,,probable transcriptional regulator
539,PW1511,+,phoAwp03q4H12,PA0280,cysA,sulfate transport protein CysA
540,PW1510,+,phoAwp01q3A03,PA0280,cysA,sulfate transport protein CysA
541,PW1512,+,lacZwp02q3E09,PA0281,cysW,sulfate transport protein CysW
542,PW1513,+,phoAbp02q2C11,PA0281,cysW,sulfate transport protein CysW
543,PW1514,+,phoAbp01q3C05,PA0282,cysT,sulfate transport protein CysT
544,PW1515,+,phoAbp02q4B12,PA0282,cysT,sulfate transport protein CysT
545,PW1516,+,Supplemental_Plate4C07,PA0282,cysT,sulfate transport protein CysT
546,PW1517,+,phoAbp01q1G07,PA0283,sbp,sulfate-binding protein precursor
547,PW1518,+,phoAwp06q3A03,PA0283,sbp,sulfate-binding protein precursor
548,PW1519,+,lacZwp02q1A09,PA0284,,hypothetical protein
549,PW1520,+,lacZwp07q2H01,PA0285,,conserved hypothetical protein
550,PW1521,+,phoAwp01q3C07,PA0285,,conserved hypothetical protein
551,PW1523,+,phoAbp01q1B11,PA0286,desA,"delta-9 fatty acid desaturase, DesA"
552,PW1522,+,lacZbp03q2H12,PA0286,desA,"delta-9 fatty acid desaturase, DesA"
553,PW1524,+,lacZwp09q4G06,PA0287,gpuP,3-guanidinopropionate transport protein
554,PW1525,,phoAwp06q2A04,PA0287,gpuP,3-guanidinopropionate transport protein
555,PW1526,+,phoAwp06q2H05,PA0287,gpuP,3-guanidinopropionate transport protein
556,PW1527,+,lacZwp04q4H08,PA0288,gpuA,3-guanidinopropionase
557,PW1528,+,phoAwp04q4E10,PA0288,gpuA,3-guanidinopropionase
558,PW1530,+,phoAwp10q1H02,PA0289,gpuR,transcriptional activator GpuR
559,PW1529,+,phoAwp01q2E07,PA0289,gpuR,transcriptional activator GpuR
560,PW1532,+,phoAwp06q4B11,PA0290,,hypothetical protein
561,PW1531,+,phoAwp02q4B05,PA0290,,hypothetical protein
562,PW3305,+,phoAwp02q4B06,PA0290,,hypothetical protein
563,PW1536,+,phoAwp08q4G08,PA0292,aguA,agmatine deiminase
564,PW1535,+,lacZwp01q3H04,PA0292,aguA,agmatine deiminase
565,PW1538,+,lacZwp03q1H04,PA0293,aguB,N-carbamoylputrescine amidohydrolase
566,PW1539,+,Supplemental_Plate2H04,PA0293,aguB,N-carbamoylputrescine amidohydrolase
567,PW1537,+,lacZwp02q2F06,PA0293,aguB,N-carbamoylputrescine amidohydrolase
568,PW1541,+,phoAbp02q3F09,PA0294,aguR,transcriptional regulator AguR
569,PW1540,+,lacZwp05q3B04,PA0294,aguR,transcriptional regulator AguR
570,PW1542,+,phoAbp01q4H11,PA0295,,probable periplasmic polyamine binding protein
571,PW2956,+,phoAbp02q1F02,PA0295,,probable periplasmic polyamine binding protein
572,PW8553,+,phoAbp02q1D02,PA0295,,probable periplasmic polyamine binding protein
573,PW1543,+,phoAbp03q1A04,PA0295,,probable periplasmic polyamine binding protein
574,PW1545,+,phoAwp10q3A02,PA0296,spuI,probable glutamine synthetase
575,PW1544,+,lacZwp09q3G10,PA0296,spuI,probable glutamine synthetase
576,PW1546,+,phoAwp03q4D01,PA0297,spuA,probable glutamine amidotransferase
577,PW1547,+,lacZbp02q4D02,PA0298,spuB,probable glutamine synthetase
578,PW1550,+,phoAwp09q1C06,PA0299,spuC,putrescine aminotransferase
579,PW1549,+,lacZbp02q4D04,PA0299,spuC,putrescine aminotransferase
580,PW1552,+,phoAbp01q3H11,PA0300,spuD,polyamine transport protein
581,PW1551,+,phoAbp01q1B01,PA0300,spuD,polyamine transport protein
582,PW1553,+,phoAwp06q1B09,PA0301,spuE,polyamine transport protein
583,PW1554,+,lacZbp01q4G12,PA0302,spuF,polyamine transport protein PotG
584,PW2203,,lacZwp07q3B07,PA0302,spuF,polyamine transport protein PotG
585,PW1555,+,lacZbp02q3E05,PA0302,spuF,polyamine transport protein PotG
586,PW1557,+,lacZwp01q4F12,PA0303,spuG,polyamine transport protein PotH
587,PW1558,+,lacZwp03q1A04,PA0304,spuH,polyamine transport protein PotI
588,PW1560,+,Supplemental_Plate2A04,PA0304,spuH,polyamine transport protein PotI
589,PW1559,+,phoAbp02q1B03,PA0304,spuH,polyamine transport protein PotI
590,PW1562,+,phoAbp02q4F12,PA0305,,hypothetical protein
591,PW1561,+,phoAbp01q4G05,PA0305,,hypothetical protein
592,PW4383,+,phoAbp01q2B01,PA0305,,hypothetical protein
593,PW8206,,phoAbp01q1D01,PA0305,,hypothetical protein
594,PW1563,+,lacZwp08q1B04,PA0306,,probable transcriptional regulator
595,PW1564,+,phoAwp07q3E09,PA0306,,probable transcriptional regulator
596,PW1565,+,phoAwp09q1F08,PA0306,,probable transcriptional regulator
597,PW1567,+,phoAwp08q3H05,PA0307,,hypothetical protein
598,PW1566,+,phoAwp05q4D06,PA0307,,hypothetical protein
599,PW1568,+,lacZwp04q4G01,PA0308,,hypothetical protein
600,PW1569,,Supplemental_Plate3A07,PA0308,,hypothetical protein
601,PW1570,+,lacZwp04q2D11,PA0309,,hypothetical protein
602,PW1571,+,phoAwp05q3G03,PA0309,,hypothetical protein
603,PW1572,+,phoAwp05q2D08,PA0310,,hypothetical protein
604,PW1573,+,phoAwp10q2C01,PA0310,,hypothetical protein
605,PW1574,,phoAwp01q2H05,PA0311,,hypothetical protein
606,PW1575,+,phoAwp08q1A03,PA0311,,hypothetical protein
607,PW1577,+,lacZwp07q4G09,PA0312,,conserved hypothetical protein
608,PW1576,,lacZwp07q2G02,PA0312,,conserved hypothetical protein
609,PW1579,+,lacZwp03q4A11,PA0313,,L-cysteine transporter of ABC system YecS
610,PW1578,+,lacZbp03q3B07,PA0313,,L-cysteine transporter of ABC system YecS
611,PW1581,+,lacZwp09q3D08,PA0314,,L-cysteine transporter of ABC system FliY
612,PW1580,+,lacZwp01q3D04,PA0314,,L-cysteine transporter of ABC system FliY
613,PW1583,+,phoAwp03q2D02,PA0315,,hypothetical protein
614,PW1582,+,phoAbp02q4D06,PA0315,,hypothetical protein
615,PW1585,+,lacZbp01q2F09,PA0316,serA,D-3-phosphoglycerate dehydrogenase
616,PW1587,+,lacZbp02q4B11,PA0317,,hypothetical protein
617,PW1588,+,lacZbp02q2G07,PA0318,,conserved hypothetical protein
618,PW1589,+,lacZwp01q4A12,PA0318,,conserved hypothetical protein
619,PW1591,+,phoAbp02q4F01,PA0319,,hypothetical protein
620,PW1590,+,lacZwp05q4G04,PA0319,,hypothetical protein
621,PW1593,+,phoAwp06q4F08,PA0320,,conserved hypothetical protein
622,PW1592,+,lacZwp01q2H07,PA0320,,conserved hypothetical protein
623,PW1594,+,phoAwp01q4H09,PA0321,,probable acetylpolyamine aminohydrolase
624,PW1596,+,phoAwp06q3E10,PA0322,,probable transporter
625,PW1595,+,lacZwp06q4G01,PA0322,,probable transporter
626,PW1597,+,lacZwp06q4H11,PA0323,,probable binding protein component of ABC transporter
627,PW1598,+,phoAwp03q3D04,PA0323,,probable binding protein component of ABC transporter
628,PW1600,+,Supplemental_Plate3G09,PA0324,,probable permease of ABC transporter
629,PW1599,+,phoAwp07q2A12,PA0324,,probable permease of ABC transporter
630,PW1601,+,lacZwp08q2B10,PA0325,,probable permease of ABC transporter
631,PW1602,+,phoAwp09q3B05,PA0325,,probable permease of ABC transporter
632,PW2961,+,phoAwp03q4H10,PA0326,,probable ATP-binding component of ABC transporter
633,PW1604,+,Supplemental_Plate3G03,PA0326,,probable ATP-binding component of ABC transporter
634,PW1603,+,phoAwp09q1F01,PA0326,,probable ATP-binding component of ABC transporter
635,PW1605,+,lacZwp04q3A09,PA0327,,hypothetical protein
636,PW1606,+,lacZwp07q1B03,PA0327,,hypothetical protein
637,PW1607,+,phoAwp05q1B11,PA0327,,hypothetical protein
638,PW1608,+,lacZwp07q2B07,PA0328,,hypothetical protein
639,PW1609,+,phoAbp02q2C05,PA0328,,hypothetical protein
640,PW1610,,lacZwp06q4E01,PA0329,,conserved hypothetical protein
641,PW1611,+,lacZbp01q2G03,PA0331,ilvA1,"threonine dehydratase, biosynthetic"
642,PW1613,,lacZwp05q4B11,PA0331,ilvA1,"threonine dehydratase, biosynthetic"
643,PW1614,+,lacZwp02q4H11,PA0332,,hypothetical protein
644,PW1615,+,phoAwp06q1A05,PA0332,,hypothetical protein
645,PW1617,+,phoAwp10q2A09,PA0333,,hypothetical protein
646,PW1618,,lacZwp09q4G10,PA0334,,probable major facilitator superfamily (MFS) transporter
647,PW1619,+,Supplemental_Plate3E03,PA0334,,probable major facilitator superfamily (MFS) transporter
648,PW1621,+,phoAwp08q2C03,PA0335,,hypothetical protein
649,PW1620,+,lacZbp02q3B06,PA0335,,hypothetical protein
650,PW1623,+,lacZwp08q1A05,PA0336,ygdP,Nudix hydrolase YgdP
651,PW1622,+,lacZwp07q2D12,PA0336,ygdP,Nudix hydrolase YgdP
652,PW1624,+,lacZbp02q3F06,PA0337,ptsP,phosphoenolpyruvate-protein phosphotransferase PtsP
653,PW1625,+,lacZbp03q2H03,PA0337,ptsP,phosphoenolpyruvate-protein phosphotransferase PtsP
654,PW1627,+,phoAwp02q2E12,PA0338,,hypothetical protein
655,PW1626,+,lacZwp06q3B04,PA0338,,hypothetical protein
656,PW1629,+,phoAwp04q4D11,PA0339,,hypothetical protein
657,PW1628,+,phoAwp03q1B06,PA0339,,hypothetical protein
658,PW1630,+,lacZwp02q3G06,PA0340,,conserved hypothetical protein
659,PW1631,,phoAwp02q4A08,PA0341,lgt,prolipoprotein diacylglyceryl transferase
660,PW1632,+,lacZwp06q1F04,PA0343,,hypothetical protein
661,PW1633,+,phoAwp05q4G05,PA0343,,hypothetical protein
662,PW1635,+,phoAwp08q4G06,PA0344,,hypothetical protein
663,PW1634,+,phoAwp05q1G08,PA0344,,hypothetical protein
664,PW1637,+,lacZwp06q1G08,PA0345,,hypothetical protein
665,PW1636,,lacZwp04q4D10,PA0345,,hypothetical protein
666,PW3993,+,lacZwp01q3F01,PA0345,,hypothetical protein
667,PW1639,+,phoAwp09q3F11,PA0346,,hypothetical protein
668,PW1638,+,phoAwp09q2G01,PA0346,,hypothetical protein
669,PW1640,+,phoAbp03q1A05,PA0347,glpQ,"glycerophosphoryl diester phosphodiesterase, periplasmic"
670,PW1641,+,phoAwp06q3C04,PA0347,glpQ,"glycerophosphoryl diester phosphodiesterase, periplasmic"
671,PW1643,+,phoAwp09q4E10,PA0348,,hypothetical protein
672,PW1642,,lacZwp04q2F06,PA0348,,hypothetical protein
673,PW1645,+,lacZwp09q2B05,PA0349,,hypothetical protein
674,PW1644,+,lacZbp01q3E09,PA0349,,hypothetical protein
675,PW1646,+,lacZwp01q1C05,PA0351,,conserved hypothetical protein
676,PW1647,+,lacZwp03q4C08,PA0351,,conserved hypothetical protein
