PA14 NR Set Plate (PO_PlateLabel96),PA14 NR Set Well (PO_PlateLocation96ADD),Parental Library Source Plate (WOR_PlateLabel),Parental Library Source Plate Well (WOR_PlateWellPosition),MutantID,PA14 Genomic Position,PA14 Genome BLASTN Bit Score,Unambiguous Insertion Location?,Locus Tag,"""Active"" GeneID","Tn insertion position within ""Active"" Gene (bp)","""Active"" Gene Length (bp)","PAO1 ortholog of ""Active"" gene","""Active"" Gene Name","""Active"" Gene Description","All predicted Gene Locus Names (Intragenic Position/Gene Length), ('*' indicates ""Active"" gene)",All Predicted GeneIDs,PAO1 Orthologs,PA14 NR Set Comments,library_position
ExMr_nr_mas_01_2,B9,exU3_MrT7_61wor,E9,5817,4639870,611,Y,PA14_52280,GID4597,261,426,PA0926,,hypothetical protein,PA14_52280(261/426),GID4597,PA0926,,
ExMr_nr_mas_01_2,B10,exU3_MrT7_61wor,E12,5820,334988,722,Y,PA14_03730,GID1444,69,1179,PA0286,,putative fatty acid desaturase,PA14_03730(69/1179),GID1444,PA0286,,
ExMr_nr_mas_01_2,B11,exU3_MrT7_61wor,F3,5823,1587247,337,Y,PA14_18500,GID617,945,1632,PA3545,algG,alginate-c5-mannuronan-epimerase,"PA14_18500(945/1632), PA14_18490*(1639/2667)","GID617, GID6371",PA3545,,
ExMr_nr_mas_01_2,B12,exU3_MrT7_61wor,F10,5830,477227,385,Y,PA14_05400,GID1923,941,1032,PA0414,,probable methylesterase,PA14_05400(941/1032),GID1923,PA0414,,
ExMr_nr_mas_01_2,C1,exU3_MrT7_61wor,G12,5844,4039730,351,Y,PA14_45330,GID4404,487,489,PA1479,ccmE,cytochrome C-type biogenesis protein CcmE,"PA14_45330(487/489), PA14_45320*(1701/2109)","GID4404, GID5712",PA1479,,
ExMr_nr_mas_01_2,C2,exU3_MrT7_61wor,H11,5855,6155768,1098,Y,PA14_69010,GID4056,23,555,PA5225,,conserved hypothetical protein,PA14_69010(23/555),GID4056,PA5225,,
ExMr_nr_mas_01_2,C3,exU3_MrT7_62wor,A1,5857,5565402,884,Y,PA14_62390,GID4490,215,450,PA4714,,putative metal-binding protein,PA14_62390(215/450),GID4490,PA4714,,
ExMr_nr_mas_01_2,C4,exU3_MrT7_62wor,F6,5922,3221823,567,Y,PA14_36150,GID4203,443,531,PA2208,,conserved hypothetical protein,"PA14_36150(443/531), PA14_36160*(1702/1704)","GID4203, GID5927",PA2208,,
ExMr_nr_mas_01_2,C5,exU3_MrT7_62wor,H3,5943,4033010,400,Y,PA14_45240,GID1139,1060,1368,PA1485,,putative amino acid permease,"PA14_45240(1060/1368), PA14_45230*(324/1398), PA14_45220*(1292/1716)","GID1139, GID5715, GID5714",PA1485,,
ExMr_nr_mas_01_2,C6,exU3_MrT7_63wor,A3,5955,3737929,1350,Y,PA14_41830,GID3796,115,618,PA1757,thrH,homoserine kinase,PA14_41830(115/618),GID3796,PA1757,,
ExMr_nr_mas_01_2,C7,exU3_MrT7_63wor,A6,5958,6299803,837,Y,PA14_70750,GID3473,106,690,PA5360,phoB,two-component response regulator PhoB,PA14_70750(106/690),GID3473,PA5360,,
ExMr_nr_mas_01_2,C8,exU3_MrT7_63wor,A9,5961,6386453,1023,Y,PA14_71680,GID824,245,1476,PA5431,,"putative transcriptional regulator, GntR family",PA14_71680(245/1476),GID824,PA5431,,
ExMr_nr_mas_01_2,C9,exU3_MrT7_63wor,A10,5962,6519584,1065,Y,PA14_73220,GID1103,1363,1365,PA5552,glmU,glucosamine-1-phosphate acetyltransferase/N-acetyl,"PA14_73220(1363/1365), PA14_73210*(177/2178)","GID1103, GID6984",PA5552,,
ExMr_nr_mas_01_2,C10,exU3_MrT7_63wor,C4,5980,2681188,797,Y,PA14_30870,GID6102,212,705,,,hypothetical,PA14_30870(212/705),GID6102,,,
ExMr_nr_mas_01_2,C11,exU3_MrT7_63wor,D11,5999,1071828,357,Y,PA14_12440,GID3744,7,648,PA3973,,possible transcriptional regulator acrR family,PA14_12440(7/648),GID3744,PA3973,,
ExMr_nr_mas_01_2,C12,exU3_MrT7_63wor,E1,6001,1544930,270,Y,PA14_17980,GID2830,275,840,PA3581,glpF, glycerol uptake facilitator protein,"PA14_17980(275/840), PA14_17970*(1469/1512)","GID2830, GID6387",PA3581,,
ExMr_nr_mas_01_2,D1,exU3_MrT7_63wor,G8,6032,6078271,329,Y,PA14_68120,GID908,422,1479,PA5158,,putative outer membrane protein precursor,PA14_68120(422/1479),GID908,PA5158,,
ExMr_nr_mas_01_2,D2,exU3_MrT7_63wor,G10,6034,2524986,569,Y,PA14_29200,GID4368,83,477,PA2702,,hypothetical protein,PA14_29200(83/477),GID4368,PA2702,,
ExMr_nr_mas_01_2,D3,exU3_MrT7_63wor,H11,6047,1643317,379,Y,PA14_19020,GID1432,42,1227,PA3484,,hypothetical protein,PA14_19020(42/1227),GID1432,PA3484,,
ExMr_nr_mas_01_2,D4,exU3_MrT7_64wor,C5,6077,3025571,1164,Y,PA14_34010,GID480,1094,1794,PA2369,,conserved hypothetical protein,PA14_34010(1094/1794),GID480,PA2369,,
ExMr_nr_mas_01_2,D5,exU3_MrT7_64wor,F6,6114,4527877,293,Y,PA14_50980,GID139,167,2544,PA1032,,probable penicillin amidase,PA14_50980(167/2544),GID139,PA1032,,
ExMr_nr_mas_01_2,D6,exU3_MrT7_64wor,G6,6126,4303235,866,Y,PA14_48390,GID2901,23,807,PA1229,,putative transcriptional regulator araC family,"PA14_48390(23/807), PA14_48370*(665/1221)","GID2901, GID5641",PA1229,,
ExMr_nr_mas_01_2,D7,exU3_MrT7_64wor,G7,6127,2993353,236,Y,PA14_33720,GID1230,446,1284,PA2394,,putative aminotransferase,PA14_33720(446/1284),GID1230,PA2394,,
ExMr_nr_mas_01_2,D8,exU3_MrT7_64wor,H10,6142,4107535,1326,Y,PA14_46180,GID1560,959,1194,PA1412,,putative membrane protein,"PA14_46180(959/1194), PA14_46190*(943/1233)","GID1560, GID5690",PA1412,,
ExMr_nr_mas_01_2,D9,exU3_MrT7_65wor,C12,6180,3438083,973,Y,PA14_38550,GID3617,17,639,PA2007,maiA,maleylacetoacetate isomerase,"PA14_38550(17/639), PA14_38540*(1727/2169)","GID3617, GID5863",PA2007,,
ExMr_nr_mas_01_2,D10,exU3_MrT7_65wor,E3,6195,4991103,226,Y,PA14_55900,GID1689,712,1185,PA4303,,putative pilus assembly protein,"PA14_55900(712/1185), PA14_55910*(390/1974)","GID1689, GID6624",PA4303,,
ExMr_nr_mas_01_2,D11,exU3_MrT7_65wor,E10,6202,1092253,581,Y,PA14_12740,GID4008,418,576,PA3952,,conserved hypothetical protein,PA14_12740(418/576),GID4008,PA3952,,
ExMr_nr_mas_01_2,D12,exU3_MrT7_65wor,G1,6217,6252066,190,Y,PA14_70100,GID1150,1031,1320,PA5309,,putative Glycine/D-amino acid oxidase,"PA14_70100(1031/1320), PA14_70090*(335/1371)","GID1150, GID6918",PA5309,,
ExMr_nr_mas_01_2,E1,exU3_MrT7_66wor,D4,6280,68458,246,Y,PA14_00680,GID2510,809,921,PA0056,,"putative transcriptional regulator, LysR family",PA14_00680(809/921),GID2510,PA0056,,
ExMr_nr_mas_01_2,E2,exU3_MrT7_66wor,E1,6289,2885447,363,Y,PA14_32970,GID2339,909,924,PA2447,,probable transcriptional regulator,PA14_32970(909/924),GID2339,PA2447,,
ExMr_nr_mas_01_2,E3,exU3_MrT7_66wor,F5,6305,1318319,446,Y,PA14_15580,GID6439,913,2781,,,,PA14_15580(913/2781),GID6439,,,
ExMr_nr_mas_01_2,E4,exU3_MrT7_66wor,F10,6310,4267061,1285,Y,PA14_47930,GID536,747,1743,PA1259,,conserved hypothetical protein,PA14_47930(747/1743),GID536,PA1259,,
ExMr_nr_mas_01_2,E5,exU3_MrT7_66wor,F11,6311,2521878,549,Y,PA14_29160,GID1446,126,1182,PA2705,,conserved hypothetical protein,"PA14_29160(126/1182), PA14_29140*(1096/1755)","GID1446, GID6137",PA2705,,
ExMr_nr_mas_01_2,E6,exU3_MrT7_66wor,G3,6315,983028,763,Y,PA14_11290,GID1392,791,1266,PA4065,,putative permease,"PA14_11290(791/1266), PA14_11300*(212/1365)","GID1392, GID6562",PA4065,,
ExMr_nr_mas_01_2,E7,exU3_MrT7_66wor,H6,6330,4635463,547,Y,PA14_52250,GID3297,157,720,PA0929,,two-component response regulator,PA14_52250(157/720),GID3297,PA0929,,
ExMr_nr_mas_01_2,E8,exU3_MrT7_66wor,H10,6334,1580363,1118,Y,PA14_18410,GID3630,587,651,PA3550,algF,alginate O-acetyltransferase,"PA14_18410(587/651), PA14_18400*(263/2127)","GID3630, GID6375",PA3550,,
ExMr_nr_mas_01_2,E9,exU3_MrT7_67wor,B9,6357,185053,133,Y,PA14_02030,GID2944,562,798,PA0163,,"putative transcriptional regulator, AraC family",PA14_02030(562/798),GID2944,PA0163,,
ExMr_nr_mas_01_2,E10,exU3_MrT7_67wor,C5,6365,5876677,1344,Y,PA14_65970,GID2629,739,885,PA4989,,putative transcriptional regulator,PA14_65970(739/885),GID2629,PA4989,,
ExMr_nr_mas_01_2,E11,exU3_MrT7_67wor,D10,6382,164949,1027,Y,PA14_01800,GID1749,122,1098,PA0146,,putative basic membrane protein (bmp),PA14_01800(122/1098),GID1749,PA0146,,
ExMr_nr_mas_01_2,E12,exU3_MrT7_67wor,E10,6394,5887718,674,Y,PA14_66100,GID2285,12,1200,,,putative membrane protein,PA14_66100(12/1200),GID2285,,,
ExMr_nr_mas_01_2,F1,exU3_MrT7_67wor,F6,6402,207712,1049,Y,PA14_02310,GID611,683,1611,PA0183,atsA,arylsulfatase,"PA14_02310(683/1611), PA14_02320*(1659/1662)","GID611, GID7044",PA0183,,
ExMr_nr_mas_01_2,F2,exU3_MrT7_67wor,H1,6421,4611499,844,Y,PA14_51930,GID4395,68,465,PA0953,,probable thioredoxin,PA14_51930(68/465),GID4395,PA0953,,
ExMr_nr_mas_01_2,F3,exU3_MrT7_68wor,A10,6442,6123116,1116,Y,PA14_68670,GID2327,668,924,PA5198,,putative carboxypeptidase,PA14_68670(668/924),GID2327,PA5198,,
ExMr_nr_mas_01_2,F4,exU3_MrT7_68wor,A12,6444,3286991,113,Y,PA14_36880,GID4266,236,519,PA2141,,putative ompetence-damaged protein,PA14_36880(236/519),GID4266,PA2141,,
ExMr_nr_mas_01_2,F5,exU3_MrT7_68wor,B7,6451,1171603,105,Y,PA14_13620,GID1405,50,1275,PA3887,nhaP,Na+/H+ antiporter NhaP,PA14_13620(50/1275),GID1405,PA3887,,
ExMr_nr_mas_01_2,F6,exU3_MrT7_68wor,C11,6467,5441348,527,Y,PA14_61000,GID4661,136,435,PA4610,,conserved hypothetical protein,"PA14_61000(136/435), PA14_60980*(165/1797)","GID4661, GID6716",PA4610,,
ExMr_nr_mas_01_2,F7,exU3_MrT7_68wor,D4,6472,3908458,912,Y,PA14_43900,GID5340,14,237,PA1592,,conserved hypothetical protein,PA14_43900(14/237),GID5340,PA1592,,
ExMr_nr_mas_01_2,F8,exU3_MrT7_68wor,D8,6476,1697853,1312,Y,PA14_19670,GID2666,577,894,PA3433,,"putative transcriptional regulator, LysR family",PA14_19670(577/894),GID2666,PA3433,,
ExMr_nr_mas_01_2,F9,exU3_MrT7_68wor,F6,6498,2406130,1320,Y,PA14_27730,GID159,23,2448,PA2815,,putative acyl-CoA dehydrogenase,PA14_27730(23/2448),GID159,PA2815,,
ExMr_nr_mas_01_2,F10,exU3_MrT7_68wor,F9,6501,487962,1279,Y,PA14_05540,GID60,21,3141,PA0426,mexB,RND multidrug efflux transporter MexB,PA14_05540(21/3141),GID60,PA0426,,
ExMr_nr_mas_01_2,F11,exU3_MrT7_68wor,G9,6513,497080,1110,Y,PA14_05600,GID4040,337,555,PA0431,,conserved hypothetical protein,PA14_05600(337/555),GID4040,PA0431,,
ExMr_nr_mas_01_2,F12,exU3_MrT7_68wor,H7,6523,2214756,1100,Y,PA14_25320,GID3066,367,786,PA2997,nqrC,Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq3,PA14_25320(367/786),GID3066,PA2997,,
ExMr_nr_mas_01_2,G1,exU3_MrT7_69wor,A1,6529,3729201,509,Y,PA14_41780,GID3117,478,762,PA1762,,putative peptidase,"PA14_41780(478/762), PA14_41770*(345/1608)","GID3117, GID5780",PA1762,,
ExMr_nr_mas_01_2,G2,exU3_MrT7_69wor,C1,6553,6104261,125,Y,PA14_68430,GID2874,145,840,PA5180,,putative formate dehydrogenase accessory protein FdhD,PA14_68430(145/840),GID2874,PA5180,,
ExMr_nr_mas_01_2,G3,exU3_MrT7_69wor,C2,6554,4990470,515,Y,PA14_55890,GID1397,164,1266,PA4302,,putative type II secretion system protein,PA14_55890(164/1266),GID1397,PA4302,,
ExMr_nr_mas_01_2,G4,exU3_MrT7_69wor,C6,6558,6337222,394,Y,PA14_71140,GID2218,545,966,PA5386,,putative 3-hydroxyacyl-CoA dehydrogenase,"PA14_71140(545/966), PA14_71130*(425/1482)","GID2218, GID6941",PA5386,,
ExMr_nr_mas_01_2,G5,exU3_MrT7_69wor,E1,6577,4207237,771,Y,PA14_47230,GID793,1485,1542,PA1316,,putative MFS transporter,"PA14_47230(1485/1542), PA14_47220*(70/1569)","GID793, GID5671",PA1316,,
ExMr_nr_mas_01_2,G6,exU3_MrT7_69wor,E5,6581,690162,1094,Y,PA14_08030,GID2735,67,888,PA0618,,putative phage baseplate assembly protein,PA14_08030(67/888),GID2735,PA0618,,
ExMr_nr_mas_01_2,G7,exU3_MrT7_69wor,E9,6585,2933781,1233,Y,PA14_33340,GID6000,905,3231,,,hypothetical,PA14_33340(905/3231),GID6000,,,
ExMr_nr_mas_01_2,G8,exU3_MrT7_69wor,F3,6591,4819187,559,Y,PA14_54330,GID3464,42,690,PA0770,rnc,ribonuclease III,PA14_54330(42/690),GID3464,PA0770,,
ExMr_nr_mas_01_2,G9,exU3_MrT7_69wor,F6,6594,5063535,1207,Y,PA14_56840,GID849,288,1422,PA4371,,putative thiol oxidoreductase,PA14_56840(288/1422),GID849,PA4371,,
ExMr_nr_mas_01_2,G10,exU3_MrT7_69wor,G5,6605,4064868,1231,Y,PA14_45700,GID1262,526,1362,PA1451,,conserved hypothetical protein,PA14_45700(526/1362),GID1262,PA1451,,
ExMr_nr_mas_01_2,G11,exU3_MrT7_69wor,G6,6606,3095207,848,Y,PA14_34820,GID1802,545,1089,PA2304,,putative regulatory protein,PA14_34820(545/1089),GID1802,PA2304,,
ExMr_nr_mas_01_2,G12,exU3_MrT7_69wor,H1,6613,463831,1330,Y,PA14_05310,GID2256,292,954,PA0407,gshB,"glutathione synthetase""",PA14_05310(292/954),GID2256,PA0407,,
ExMr_nr_mas_01_2,H1,exU3_MrT7_69wor,H10,6622,5262993,440,Y,PA14_59100,GID1085,69,1326,,,Conserved Hypothetical Protein,PA14_59100(69/1326),GID1085,,,
ExMr_nr_mas_01_2,H2,exU3_MrT7_70wor,F8,6692,4900828,1170,Y,PA14_55170,GID5503,533,534,,cat,chloramphenicol acetyltransferase,PA14_55170(533/534),GID5503,,,
ExMr_nr_mas_01_2,H3,exU3_MrT7_70wor,G6,6702,6147717,1366,Y,PA14_68900,GID2082,82,999,PA5217,,"putative iron ABC transporter, periplasmic iron-binding protein",PA14_68900(82/999),GID2082,PA5217,,
ExMr_nr_mas_01_2,H4,exU3_MrT7_71wor,B10,6742,841066,644,Y,PA14_09760,GID3340,205,729,PA4185,,"putative transcriptional regulator, GntR family",PA14_09760(205/729),GID3340,PA4185,,
ExMr_nr_mas_01_2,H5,exU3_MrT7_71wor,D2,6758,3896009,91.7,Y,PA14_43760,GID2499,100,906,PA1604,,conserved hypothetical protein,"PA14_43760(100/906), PA14_43750*(690/1302)","GID2499, GID5743",PA1604,,
ExMr_nr_mas_01_2,H6,exU3_MrT7_71wor,D6,6762,1227684,1156,Y,PA14_14380,GID2793,69,891,PA3837,,putative transmembrane component of ABC transporte,PA14_14380(69/891),GID2793,PA3837,,
ExMr_nr_mas_01_2,H7,exU3_MrT7_71wor,D8,6764,3773003,946,Y,PA14_42340,GID1303,500,1299,PA1717,pscD,type III export protein PscD,"PA14_42340(500/1299), PA14_42330*(806/1407)","GID1303, GID5769",PA1717,,
ExMr_nr_mas_01_2,H8,exU3_MrT7_71wor,D12,6768,4623728,1130,Y,PA14_52140,GID4164,385,540,PA0937,,conserved hypothetical protein,PA14_52140(385/540),GID4164,PA0937,,
ExMr_nr_mas_01_2,H9,exU3_MrT7_71wor,E8,6776,4504561,1179,Y,PA14_50710,GID925,172,1500,PA1056,,probable NADH dehydrogenase,PA14_50710(172/1500),GID925,PA1056,,
ExMr_nr_mas_01_2,H10,exU3_MrT7_71wor,F1,6781,3553395,1231,Y,PA14_39860,GID593,331,1641,PA1907,,putative dienelactone hydrolase,PA14_39860(331/1641),GID593,PA1907,,
ExMr_nr_mas_01_2,H11,exU3_MrT7_71wor,G8,6800,1575978,242,Y,PA14_18350,GID330,131,1989,PA3554,,putative transformylase,PA14_18350(131/1989),GID330,PA3554,,
ExMr_nr_mas_01_2,H12,exU3_MrT7_71wor,G9,6801,5039011,844,Y,PA14_56520,GID4944,181,336,PA4346,,conserved hypothetical protein,"PA14_56520(181/336), PA14_56500*(1326/1560)","GID4944, GID6642",PA4346,,
ExMr_nr_mas_01_3,A1,exU3_MrT7_71wor,G12,6804,3739274,525,Y,PA14_41860,GID4964,229,348,PA1755,,hypothetical protein,"PA14_41860(229/348), PA14_41850*(300/606)","GID4964, GID5779",PA1755,,
ExMr_nr_mas_01_3,A2,exU3_MrT7_71wor,H2,6806,2466283,789,Y,PA14_28630,GID2713,178,864,PA2745,,putative hydrolase,PA14_28630(178/864),GID2713,PA2745,,
ExMr_nr_mas_01_3,A3,exU3_MrT7_71wor,H7,6811,589780,392,Y,PA14_06750,GID535,298,1707,PA0519,nirS,nitrite reductase precursor,PA14_06750(298/1707),GID535,PA0519,,
ExMr_nr_mas_01_3,A4,exU3_MrT7_72wor,B7,6835,4515050,327,Y,PA14_50820,GID1505,857,1179,PA1047,,probable esterase,PA14_50820(857/1179),GID1505,PA1047,,
ExMr_nr_mas_01_3,A5,exU3_MrT7_72wor,C12,6852,908513,1364,Y,PA14_10540,GID521,30,1722,PA4131,,putative iron-sulfur cluster-binding protein,PA14_10540(30/1722),GID521,PA4131,,
ExMr_nr_mas_01_3,A6,exU3_MrT7_72wor,D12,6864,888779,486,Y,PA14_10300,GID6583,221,612,,,putative efflux protein,"PA14_10300(221/612), PA14_10310*(191/405)","GID6583, GID4679",PA4146,,
ExMr_nr_mas_01_3,A7,exU3_MrT7_72wor,E12,6876,1913480,133,Y,PA14_21990,GID1225,158,1290,PA3247,,putative aspartyl aminopeptidase,PA14_21990(158/1290),GID1225,PA3247,,
ExMr_nr_mas_01_3,A8,exU3_MrT7_72wor,G1,6889,5559888,1471,Y,PA14_62300,GID2670,7,894,PA4708,,putative periplasmic binding protein,"PA14_62300(7/894), PA14_62320*(839/1266)","GID2670, GID6742",PA4708,,
ExMr_nr_mas_01_3,A9,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,A10,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,A11,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,A12,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,B1,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,B2,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,B3,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,B4,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,B5,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,B6,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,B7,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,B8,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,B9,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,B10,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,B11,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,B12,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,C1,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,C2,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,C3,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,C4,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,C5,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,C6,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,C7,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,C8,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,C9,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,C10,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,C11,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,C12,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,D1,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,D2,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,D3,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,D4,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,D5,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,D6,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,D7,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,D8,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,D9,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,D10,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,D11,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,D12,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,E1,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,E2,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,E3,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,E4,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,E5,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,E6,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,E7,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,E8,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,E9,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,E10,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,E11,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,E12,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,F1,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,F2,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,F3,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,F4,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,F5,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,F6,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,F7,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,F8,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,F9,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,F10,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,F11,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,F12,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,G1,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,G2,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,G3,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,G4,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,G5,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,G6,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,G7,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,G8,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,G9,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,G10,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,G11,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,G12,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,H1,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,H2,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,H3,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,H4,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,H5,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,H6,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,H7,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,H8,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,H9,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,H10,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,H11,,,,,,,,,,,,,,,,,Empty Well,
ExMr_nr_mas_01_3,H12,,,,,,,,,,,,,,,,,Empty Well,
PAMr_nr_mas_01_1,A1,PA14_MrT7_241wor,A1,23041,2454437,280,Y,PA14_28410,GID5063,172,315,PA2759,,hypothetical protein,PA14_28410(172/315),GID5063,PA2759,,PAMr_nr_mas_01_1A1
PAMr_nr_mas_01_1,A2,PA14_MrT7_241wor,B8,23060,3784785,260,Y,PA14_42500,GID326,616,2121,PA1703,pcrD,type III secretory apparatus protein PcrD,PA14_42500(616/2121),GID326,PA1703,,PAMr_nr_mas_01_1A2
PAMr_nr_mas_01_1,A3,PA14_MrT7_241wor,C3,23067,2718274,710,Y,PA14_31260,GID6068,248,507,,,putative RadC-like protein,PA14_31260(248/507),GID6068,,,PAMr_nr_mas_01_1A3
PAMr_nr_mas_01_1,A4,PA14_MrT7_241wor,C5,23069,2445082,894,Y,PA14_28280,GID3018,169,780,PA2770,,"putative phenazine biosynthesis protein, PhzF family","PA14_28280(169/780), PA14_28270*(1110/1419)","GID3018, GID6159",PA2770,,PAMr_nr_mas_01_1A4
PAMr_nr_mas_01_1,A5,PA14_MrT7_241wor,C10,23074,6118798,914,Y,PA14_68610,GID2567,431,894,PA5193,hslO,"putative chaperonin, 33 kDa","PA14_68610(431/894), PA14_68600*(581/1002)","GID2567, GID4758",PA5193,,PAMr_nr_mas_01_1A5
PAMr_nr_mas_01_1,A6,PA14_MrT7_241wor,D2,23078,6462115,765,Y,PA14_72540,GID229,2200,2205,PA5497,,putative ribonucleotide reductase,"PA14_72540(2200/2205), PA14_72530*(171/2388)","GID229, GID6970",PA5497,,PAMr_nr_mas_01_1A6
