LESB_Locus,Gene,Essentiality,Control,Condition,Replicates,LESB_Description,Gene Name,Product Description,Accession,GO Term,Namespace
PALES_40341,cobU,always essential,4,4,4,adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,cobU,adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,GO:0043752,adenosylcobinamide kinase activity,molecular_function
PALES_40341,cobU,always essential,4,4,4,adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,cobU,adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,GO:0051188,obsolete cofactor biosynthetic process,biological_process
PALES_40361,cobC,always essential,4,4,4,threonine-phosphate decarboxylase,cobC,threonine-phosphate decarboxylase,GO:0003824,catalytic activity,molecular_function
PALES_40361,cobC,always essential,4,4,4,threonine-phosphate decarboxylase,cobC,threonine-phosphate decarboxylase,GO:0009236,cobalamin biosynthetic process,biological_process
PALES_40361,cobC,always essential,4,4,4,threonine-phosphate decarboxylase,cobC,threonine-phosphate decarboxylase,GO:0009058,biosynthetic process,biological_process
PALES_40361,cobC,always essential,4,4,4,threonine-phosphate decarboxylase,cobC,threonine-phosphate decarboxylase,GO:0030170,pyridoxal phosphate binding,molecular_function
PALES_40371,cobD,always essential,4,4,4,cobalamin biosynthesis protein,cobD,cobalamin biosynthesis protein,GO:0009236,cobalamin biosynthetic process,biological_process
PALES_40371,cobD,always essential,4,4,4,cobalamin biosynthesis protein,cobD,cobalamin biosynthesis protein,GO:0016021,integral component of membrane,cellular_component
PALES_40371,cobD,always essential,4,4,4,cobalamin biosynthesis protein,cobD,cobalamin biosynthesis protein,GO:0048472,threonine-phosphate decarboxylase activity,molecular_function
PALES_40401,cobO,always essential,4,4,4,"cob(I)yrinic acid a,c-diamide adenosyltransferase",cobO,"cob(I)yrinic acid a,c-diamide adenosyltransferase",GO:0005524,ATP binding,molecular_function
PALES_40401,cobO,always essential,4,4,4,"cob(I)yrinic acid a,c-diamide adenosyltransferase",cobO,"cob(I)yrinic acid a,c-diamide adenosyltransferase",GO:0008817,"cob(I)yrinic acid a,c-diamide adenosyltransferase activity",molecular_function
PALES_40401,cobO,always essential,4,4,4,"cob(I)yrinic acid a,c-diamide adenosyltransferase",cobO,"cob(I)yrinic acid a,c-diamide adenosyltransferase",GO:0009236,cobalamin biosynthetic process,biological_process
PALES_40461,PALES_40461,always essential,4,4,4,putative oxidoreductase,PALES_40461,putative oxidoreductase,GO:0016491,oxidoreductase activity,molecular_function
PALES_40461,PALES_40461,always essential,4,4,4,putative oxidoreductase,PALES_40461,putative oxidoreductase,GO:0055114,oxidation-reduction process,biological_process
PALES_40491,PALES_40491,always essential,4,4,4,hypothetical protein,PALES_40491,hypothetical protein,GO:0003677,DNA binding,molecular_function
PALES_41371,PALES_41371,always essential,4,4,4,putative transcriptional regulator,PALES_41371,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_41371,PALES_41371,always essential,4,4,4,putative transcriptional regulator,PALES_41371,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_41451,napF,always essential,4,4,4,ferredoxin protein NapF,napF,ferredoxin protein NapF,GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function
PALES_41561,pcpS,always essential,4,4,4,PcpS,pcpS,PcpS,GO:0000287,magnesium ion binding,molecular_function
PALES_41561,pcpS,always essential,4,4,4,PcpS,pcpS,PcpS,GO:0008897,holo-[acyl-carrier-protein] synthase activity,molecular_function
PALES_41561,pcpS,always essential,4,4,4,PcpS,pcpS,PcpS,GO:0009239,enterobactin biosynthetic process,biological_process
PALES_41561,pcpS,always essential,4,4,4,PcpS,pcpS,PcpS,GO:0009366,enterobactin synthetase complex,cellular_component
PALES_41561,pcpS,always essential,4,4,4,PcpS,pcpS,PcpS,GO:0016780,"phosphotransferase activity, for other substituted phosphate groups",molecular_function
PALES_41561,pcpS,always essential,4,4,4,PcpS,pcpS,PcpS,GO:0016740,transferase activity,molecular_function
PALES_41591,dapE,always essential,4,4,4,succinyl-diaminopimelate desuccinylase,dapE,succinyl-diaminopimelate desuccinylase,GO:0016787,hydrolase activity,molecular_function
PALES_41591,dapE,always essential,4,4,4,succinyl-diaminopimelate desuccinylase,dapE,succinyl-diaminopimelate desuccinylase,GO:0009014,succinyl-diaminopimelate desuccinylase activity,molecular_function
PALES_41591,dapE,always essential,4,4,4,succinyl-diaminopimelate desuccinylase,dapE,succinyl-diaminopimelate desuccinylase,GO:0009089,lysine biosynthetic process via diaminopimelate,biological_process
PALES_41591,dapE,always essential,4,4,4,succinyl-diaminopimelate desuccinylase,dapE,succinyl-diaminopimelate desuccinylase,GO:0006508,proteolysis,biological_process
PALES_41591,dapE,always essential,4,4,4,succinyl-diaminopimelate desuccinylase,dapE,succinyl-diaminopimelate desuccinylase,GO:0008237,metallopeptidase activity,molecular_function
PALES_41621,PALES_41621,always essential,4,4,4,putative cold-shock protein,PALES_41621,putative cold-shock protein,GO:0003676,nucleic acid binding,molecular_function
PALES_41651,nrdA,always essential,4,4,4,ribonucleotide-diphosphate reductase subunit alpha,nrdA,ribonucleotide-diphosphate reductase subunit alpha,GO:0006260,DNA replication,biological_process
PALES_41651,nrdA,always essential,4,4,4,ribonucleotide-diphosphate reductase subunit alpha,nrdA,ribonucleotide-diphosphate reductase subunit alpha,GO:0055114,oxidation-reduction process,biological_process
PALES_41651,nrdA,always essential,4,4,4,ribonucleotide-diphosphate reductase subunit alpha,nrdA,ribonucleotide-diphosphate reductase subunit alpha,GO:0004748,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",molecular_function
PALES_41651,nrdA,always essential,4,4,4,ribonucleotide-diphosphate reductase subunit alpha,nrdA,ribonucleotide-diphosphate reductase subunit alpha,GO:0005524,ATP binding,molecular_function
PALES_41651,nrdA,always essential,4,4,4,ribonucleotide-diphosphate reductase subunit alpha,nrdA,ribonucleotide-diphosphate reductase subunit alpha,GO:0005971,ribonucleoside-diphosphate reductase complex,cellular_component
PALES_42711,PALES_42711,always essential,4,4,4,Putative glycerate kinase,PALES_42711,Putative glycerate kinase,GO:0008887,glycerate kinase activity,molecular_function
PALES_42711,PALES_42711,always essential,4,4,4,Putative glycerate kinase,PALES_42711,Putative glycerate kinase,GO:0031388,organic acid phosphorylation,biological_process
PALES_43001,PALES_43001,always essential,4,4,4,2-Nitropropane Dioxygenase,PALES_43001,2-Nitropropane Dioxygenase,GO:0003824,catalytic activity,molecular_function
PALES_43001,PALES_43001,always essential,4,4,4,2-Nitropropane Dioxygenase,PALES_43001,2-Nitropropane Dioxygenase,GO:0018580,nitronate monooxygenase activity,molecular_function
PALES_43001,PALES_43001,always essential,4,4,4,2-Nitropropane Dioxygenase,PALES_43001,2-Nitropropane Dioxygenase,GO:0055114,oxidation-reduction process,biological_process
PALES_43431,tolA,always essential,4,4,4,TolA protein,tolA,TolA protein,GO:0016021,integral component of membrane,cellular_component
PALES_43431,tolA,always essential,4,4,4,TolA protein,tolA,TolA protein,GO:0019534,toxin transmembrane transporter activity,molecular_function
PALES_43431,tolA,always essential,4,4,4,TolA protein,tolA,TolA protein,GO:0043213,bacteriocin transport,biological_process
PALES_43441,tolR,always essential,4,4,4,TolR protein,tolR,TolR protein,GO:0022857,transmembrane transporter activity,molecular_function
PALES_43441,tolR,always essential,4,4,4,TolR protein,tolR,TolR protein,GO:0055085,transmembrane transport,biological_process
PALES_43441,tolR,always essential,4,4,4,TolR protein,tolR,TolR protein,GO:0015031,protein transport,biological_process
PALES_43441,tolR,always essential,4,4,4,TolR protein,tolR,TolR protein,GO:0016021,integral component of membrane,cellular_component
PALES_43581,proS,always essential,4,4,4,prolyl-tRNA synthetase,proS,prolyl-tRNA synthetase,GO:0004827,proline-tRNA ligase activity,molecular_function
PALES_43581,proS,always essential,4,4,4,prolyl-tRNA synthetase,proS,prolyl-tRNA synthetase,GO:0005524,ATP binding,molecular_function
PALES_43581,proS,always essential,4,4,4,prolyl-tRNA synthetase,proS,prolyl-tRNA synthetase,GO:0005737,cytoplasm,cellular_component
PALES_43581,proS,always essential,4,4,4,prolyl-tRNA synthetase,proS,prolyl-tRNA synthetase,GO:0006433,prolyl-tRNA aminoacylation,biological_process
PALES_43581,proS,always essential,4,4,4,prolyl-tRNA synthetase,proS,prolyl-tRNA synthetase,GO:0002161,aminoacyl-tRNA editing activity,molecular_function
PALES_43581,proS,always essential,4,4,4,prolyl-tRNA synthetase,proS,prolyl-tRNA synthetase,GO:0000166,nucleotide binding,molecular_function
PALES_43581,proS,always essential,4,4,4,prolyl-tRNA synthetase,proS,prolyl-tRNA synthetase,GO:0004812,aminoacyl-tRNA ligase activity,molecular_function
PALES_43581,proS,always essential,4,4,4,prolyl-tRNA synthetase,proS,prolyl-tRNA synthetase,GO:0006418,tRNA aminoacylation for protein translation,biological_process
PALES_44131,alaS,always essential,4,4,4,alanyl-tRNA synthetase,alaS,alanyl-tRNA synthetase,GO:0003676,nucleic acid binding,molecular_function
PALES_44131,alaS,always essential,4,4,4,alanyl-tRNA synthetase,alaS,alanyl-tRNA synthetase,GO:0000166,nucleotide binding,molecular_function
PALES_44131,alaS,always essential,4,4,4,alanyl-tRNA synthetase,alaS,alanyl-tRNA synthetase,GO:0004813,alanine-tRNA ligase activity,molecular_function
PALES_44131,alaS,always essential,4,4,4,alanyl-tRNA synthetase,alaS,alanyl-tRNA synthetase,GO:0005524,ATP binding,molecular_function
PALES_44131,alaS,always essential,4,4,4,alanyl-tRNA synthetase,alaS,alanyl-tRNA synthetase,GO:0006419,alanyl-tRNA aminoacylation,biological_process
PALES_44131,alaS,always essential,4,4,4,alanyl-tRNA synthetase,alaS,alanyl-tRNA synthetase,GO:0005737,cytoplasm,cellular_component
PALES_44131,alaS,always essential,4,4,4,alanyl-tRNA synthetase,alaS,alanyl-tRNA synthetase,GO:0004812,aminoacyl-tRNA ligase activity,molecular_function
PALES_44131,alaS,always essential,4,4,4,alanyl-tRNA synthetase,alaS,alanyl-tRNA synthetase,GO:0043039,tRNA aminoacylation,biological_process
PALES_44331,PALES_44331,always essential,4,4,4,putative acyl-CoA lyase beta chain,PALES_44331,putative acyl-CoA lyase beta chain,GO:0003824,catalytic activity,molecular_function
PALES_44991,PALES_44991,always essential,4,4,4,hypothetical protein,PALES_44991,hypothetical protein,GO:0003677,DNA binding,molecular_function
PALES_44991,PALES_44991,always essential,4,4,4,hypothetical protein,PALES_44991,hypothetical protein,GO:0004803,transposase activity,molecular_function
PALES_44991,PALES_44991,always essential,4,4,4,hypothetical protein,PALES_44991,hypothetical protein,GO:0006313,"transposition, DNA-mediated",biological_process
PALES_45261,PALES_45261,always essential,4,4,4,putative transcriptional regulator,PALES_45261,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_45261,PALES_45261,always essential,4,4,4,putative transcriptional regulator,PALES_45261,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_46001,PALES_46001,always essential,4,4,4,putative 3-hydroxyisobutyrate dehydrogenase,PALES_46001,putative 3-hydroxyisobutyrate dehydrogenase,GO:0016491,oxidoreductase activity,molecular_function
PALES_46001,PALES_46001,always essential,4,4,4,putative 3-hydroxyisobutyrate dehydrogenase,PALES_46001,putative 3-hydroxyisobutyrate dehydrogenase,GO:0055114,oxidation-reduction process,biological_process
PALES_46001,PALES_46001,always essential,4,4,4,putative 3-hydroxyisobutyrate dehydrogenase,PALES_46001,putative 3-hydroxyisobutyrate dehydrogenase,GO:0008442,3-hydroxyisobutyrate dehydrogenase activity,molecular_function
PALES_46001,PALES_46001,always essential,4,4,4,putative 3-hydroxyisobutyrate dehydrogenase,PALES_46001,putative 3-hydroxyisobutyrate dehydrogenase,GO:0051287,NAD binding,molecular_function
PALES_46001,PALES_46001,always essential,4,4,4,putative 3-hydroxyisobutyrate dehydrogenase,PALES_46001,putative 3-hydroxyisobutyrate dehydrogenase,GO:0050661,NADP binding,molecular_function
PALES_46291,PALES_46291,always essential,4,4,4,putative transcriptional regulator,PALES_46291,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_46291,PALES_46291,always essential,4,4,4,putative transcriptional regulator,PALES_46291,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_46361,exbD2,always essential,4,4,4,transport protein ExbD,exbD2,transport protein ExbD,GO:0022857,transmembrane transporter activity,molecular_function
PALES_46361,exbD2,always essential,4,4,4,transport protein ExbD,exbD2,transport protein ExbD,GO:0055085,transmembrane transport,biological_process
PALES_46441,PALES_46441,always essential,4,4,4,putative type II secretion system protein,PALES_46441,putative type II secretion system protein,GO:0005524,ATP binding,molecular_function
PALES_46441,PALES_46441,always essential,4,4,4,putative type II secretion system protein,PALES_46441,putative type II secretion system protein,GO:0015627,type II protein secretion system complex,cellular_component
PALES_46441,PALES_46441,always essential,4,4,4,putative type II secretion system protein,PALES_46441,putative type II secretion system protein,GO:0015628,protein secretion by the type II secretion system,biological_process
PALES_46481,PALES_46481,always essential,4,4,4,HxcT pseudopilin,PALES_46481,HxcT pseudopilin,GO:0015627,type II protein secretion system complex,cellular_component
PALES_46481,PALES_46481,always essential,4,4,4,HxcT pseudopilin,PALES_46481,HxcT pseudopilin,GO:0015628,protein secretion by the type II secretion system,biological_process
PALES_46571,hemO,always essential,4,4,4,heme oxygenase,hemO,heme oxygenase,GO:0004392,heme oxygenase (decyclizing) activity,molecular_function
PALES_46571,hemO,always essential,4,4,4,heme oxygenase,hemO,heme oxygenase,GO:0006788,heme oxidation,biological_process
PALES_46571,hemO,always essential,4,4,4,heme oxygenase,hemO,heme oxygenase,GO:0055114,oxidation-reduction process,biological_process
PALES_47761,panE,always essential,4,4,4,2-dehydropantoate 2-reductase,panE,2-dehydropantoate 2-reductase,GO:0055114,oxidation-reduction process,biological_process
PALES_47761,panE,always essential,4,4,4,2-dehydropantoate 2-reductase,panE,2-dehydropantoate 2-reductase,GO:0016491,oxidoreductase activity,molecular_function
PALES_47761,panE,always essential,4,4,4,2-dehydropantoate 2-reductase,panE,2-dehydropantoate 2-reductase,GO:0008677,2-dehydropantoate 2-reductase activity,molecular_function
PALES_47761,panE,always essential,4,4,4,2-dehydropantoate 2-reductase,panE,2-dehydropantoate 2-reductase,GO:0015940,pantothenate biosynthetic process,biological_process
PALES_47861,ftsZ,always essential,4,4,4,cell division protein FtsZ,ftsZ,cell division protein FtsZ,GO:0005525,GTP binding,molecular_function
PALES_47861,ftsZ,always essential,4,4,4,cell division protein FtsZ,ftsZ,cell division protein FtsZ,GO:0003924,GTPase activity,molecular_function
PALES_47901,murC,always essential,4,4,4,UDP-N-acetylmuramate--L-alanine ligase,murC,UDP-N-acetylmuramate--L-alanine ligase,GO:0005524,ATP binding,molecular_function
PALES_47901,murC,always essential,4,4,4,UDP-N-acetylmuramate--L-alanine ligase,murC,UDP-N-acetylmuramate--L-alanine ligase,GO:0009058,biosynthetic process,biological_process
PALES_47901,murC,always essential,4,4,4,UDP-N-acetylmuramate--L-alanine ligase,murC,UDP-N-acetylmuramate--L-alanine ligase,GO:0016874,ligase activity,molecular_function
PALES_47901,murC,always essential,4,4,4,UDP-N-acetylmuramate--L-alanine ligase,murC,UDP-N-acetylmuramate--L-alanine ligase,GO:0008763,UDP-N-acetylmuramate-L-alanine ligase activity,molecular_function
PALES_47911,murG,always essential,4,4,4,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,GO:0016758,"transferase activity, transferring hexosyl groups",molecular_function
PALES_47911,murG,always essential,4,4,4,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,GO:0050511,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity,molecular_function
PALES_47911,murG,always essential,4,4,4,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,GO:0005975,carbohydrate metabolic process,biological_process
PALES_47911,murG,always essential,4,4,4,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,GO:0030259,lipid glycosylation,biological_process
PALES_47941,mraY,always essential,4,4,4,phospho-N-acetylmuramoyl-pentapeptide- transferase,mraY,phospho-N-acetylmuramoyl-pentapeptide- transferase,GO:0008963,phospho-N-acetylmuramoyl-pentapeptide-transferase activity,molecular_function
PALES_47941,mraY,always essential,4,4,4,phospho-N-acetylmuramoyl-pentapeptide- transferase,mraY,phospho-N-acetylmuramoyl-pentapeptide- transferase,GO:0016020,membrane,cellular_component
PALES_47941,mraY,always essential,4,4,4,phospho-N-acetylmuramoyl-pentapeptide- transferase,mraY,phospho-N-acetylmuramoyl-pentapeptide- transferase,GO:0016021,integral component of membrane,cellular_component
PALES_47951,murF,always essential,4,4,4,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",murF,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",GO:0005524,ATP binding,molecular_function
PALES_47951,murF,always essential,4,4,4,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",murF,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",GO:0009058,biosynthetic process,biological_process
PALES_47951,murF,always essential,4,4,4,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",murF,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",GO:0016874,ligase activity,molecular_function
PALES_47951,murF,always essential,4,4,4,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",murF,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",GO:0047480,UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity,molecular_function
PALES_47951,murF,always essential,4,4,4,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",murF,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",GO:0071555,cell wall organization,biological_process
PALES_47981,ftsL,always essential,4,4,4,cell division protein FtsL,ftsL,cell division protein FtsL,GO:0016021,integral component of membrane,cellular_component
PALES_47981,ftsL,always essential,4,4,4,cell division protein FtsL,ftsL,cell division protein FtsL,GO:0051301,cell division,biological_process
PALES_47991,PALES_47991,always essential,4,4,4,NA,mraW,S-adenosyl-methyltransferase MraW,GO:0008168,methyltransferase activity,molecular_function
PALES_48121,rplM,always essential,4,4,4,50S ribosomal protein L13,rplM,50S ribosomal protein L13,GO:0003735,structural constituent of ribosome,molecular_function
PALES_48121,rplM,always essential,4,4,4,50S ribosomal protein L13,rplM,50S ribosomal protein L13,GO:0005840,ribosome,cellular_component
PALES_48121,rplM,always essential,4,4,4,50S ribosomal protein L13,rplM,50S ribosomal protein L13,GO:0006412,translation,biological_process
PALES_48181,trpS,always essential,4,4,4,tryptophanyl-tRNA synthetase,trpS,tryptophanyl-tRNA synthetase,GO:0000166,nucleotide binding,molecular_function
PALES_48181,trpS,always essential,4,4,4,tryptophanyl-tRNA synthetase,trpS,tryptophanyl-tRNA synthetase,GO:0004812,aminoacyl-tRNA ligase activity,molecular_function
PALES_48181,trpS,always essential,4,4,4,tryptophanyl-tRNA synthetase,trpS,tryptophanyl-tRNA synthetase,GO:0005524,ATP binding,molecular_function
PALES_48181,trpS,always essential,4,4,4,tryptophanyl-tRNA synthetase,trpS,tryptophanyl-tRNA synthetase,GO:0006418,tRNA aminoacylation for protein translation,biological_process
PALES_48181,trpS,always essential,4,4,4,tryptophanyl-tRNA synthetase,trpS,tryptophanyl-tRNA synthetase,GO:0004830,tryptophan-tRNA ligase activity,molecular_function
PALES_48181,trpS,always essential,4,4,4,tryptophanyl-tRNA synthetase,trpS,tryptophanyl-tRNA synthetase,GO:0006436,tryptophanyl-tRNA aminoacylation,biological_process
PALES_48391,PALES_48391,always essential,4,4,4,hypothetical protein,PALES_48391,hypothetical protein,GO:0001530,lipopolysaccharide binding,molecular_function
PALES_48391,PALES_48391,always essential,4,4,4,hypothetical protein,PALES_48391,hypothetical protein,GO:0015920,lipopolysaccharide transport,biological_process
PALES_48391,PALES_48391,always essential,4,4,4,hypothetical protein,PALES_48391,hypothetical protein,GO:0042597,periplasmic space,cellular_component
PALES_48401,PALES_48401,always essential,4,4,4,putative ATP-binding component of ABC transporter,PALES_48401,putative ATP-binding component of ABC transporter,GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component
PALES_48401,PALES_48401,always essential,4,4,4,putative ATP-binding component of ABC transporter,PALES_48401,putative ATP-binding component of ABC transporter,GO:0055085,transmembrane transport,biological_process
PALES_48401,PALES_48401,always essential,4,4,4,putative ATP-binding component of ABC transporter,PALES_48401,putative ATP-binding component of ABC transporter,GO:0005524,ATP binding,molecular_function
PALES_48401,PALES_48401,always essential,4,4,4,putative ATP-binding component of ABC transporter,PALES_48401,putative ATP-binding component of ABC transporter,GO:0016887,ATPase activity,molecular_function
PALES_48591,mreC,always essential,4,4,4,rod shape-determining protein MreC,mreC,rod shape-determining protein MreC,GO:0008360,regulation of cell shape,biological_process
PALES_48641,gatB,always essential,4,4,4,aspartyl/glutamyl-tRNA amidotransferase subunit B,gatB,aspartyl/glutamyl-tRNA amidotransferase subunit B,GO:0003824,catalytic activity,molecular_function
PALES_48641,gatB,always essential,4,4,4,aspartyl/glutamyl-tRNA amidotransferase subunit B,gatB,aspartyl/glutamyl-tRNA amidotransferase subunit B,GO:0016884,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",molecular_function
PALES_48641,gatB,always essential,4,4,4,aspartyl/glutamyl-tRNA amidotransferase subunit B,gatB,aspartyl/glutamyl-tRNA amidotransferase subunit B,GO:0016874,ligase activity,molecular_function
PALES_49121,coaE,always essential,4,4,4,dephospho-CoA kinase,coaE,dephospho-CoA kinase,GO:0004140,dephospho-CoA kinase activity,molecular_function
PALES_49121,coaE,always essential,4,4,4,dephospho-CoA kinase,coaE,dephospho-CoA kinase,GO:0005524,ATP binding,molecular_function
PALES_49121,coaE,always essential,4,4,4,dephospho-CoA kinase,coaE,dephospho-CoA kinase,GO:0015937,coenzyme A biosynthetic process,biological_process
PALES_49421,lspA,always essential,4,4,4,lipoprotein signal peptidase,lspA,lipoprotein signal peptidase,GO:0004190,aspartic-type endopeptidase activity,molecular_function
PALES_49421,lspA,always essential,4,4,4,lipoprotein signal peptidase,lspA,lipoprotein signal peptidase,GO:0006508,proteolysis,biological_process
PALES_49421,lspA,always essential,4,4,4,lipoprotein signal peptidase,lspA,lipoprotein signal peptidase,GO:0016020,membrane,cellular_component
PALES_50491,moeB,always essential,4,4,4,molybdopterin biosynthesis protein MoeB,moeB,molybdopterin biosynthesis protein MoeB,GO:0008641,ubiquitin-like modifier activating enzyme activity,molecular_function
PALES_50541,PALES_50541,always essential,4,4,4,NA,lolB,outer membrane lipoprotein LolB,GO:0009279,cell outer membrane,cellular_component
PALES_50541,PALES_50541,always essential,4,4,4,NA,lolB,outer membrane lipoprotein LolB,GO:0015031,protein transport,biological_process
PALES_50551,ipk,always essential,4,4,4,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,ipk,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,GO:0005524,ATP binding,molecular_function
PALES_50551,ipk,always essential,4,4,4,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,ipk,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,GO:0016114,terpenoid biosynthetic process,biological_process
PALES_50551,ipk,always essential,4,4,4,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,ipk,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,GO:0050515,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity,molecular_function
PALES_50561,prs,always essential,4,4,4,ribose-phosphate pyrophosphokinase,prs,ribose-phosphate pyrophosphokinase,GO:0004749,ribose phosphate diphosphokinase activity,molecular_function
PALES_50561,prs,always essential,4,4,4,ribose-phosphate pyrophosphokinase,prs,ribose-phosphate pyrophosphokinase,GO:0000287,magnesium ion binding,molecular_function
PALES_50561,prs,always essential,4,4,4,ribose-phosphate pyrophosphokinase,prs,ribose-phosphate pyrophosphokinase,GO:0009165,nucleotide biosynthetic process,biological_process
PALES_50561,prs,always essential,4,4,4,ribose-phosphate pyrophosphokinase,prs,ribose-phosphate pyrophosphokinase,GO:0009156,ribonucleoside monophosphate biosynthetic process,biological_process
PALES_50561,prs,always essential,4,4,4,ribose-phosphate pyrophosphokinase,prs,ribose-phosphate pyrophosphokinase,GO:0044249,cellular biosynthetic process,biological_process
PALES_50561,prs,always essential,4,4,4,ribose-phosphate pyrophosphokinase,prs,ribose-phosphate pyrophosphokinase,GO:0009116,nucleoside metabolic process,biological_process
PALES_51151,panC,always essential,4,4,4,pantoate--beta-alanine ligase,panC,pantoate--beta-alanine ligase,GO:0004592,pantoate-beta-alanine ligase activity,molecular_function
PALES_51151,panC,always essential,4,4,4,pantoate--beta-alanine ligase,panC,pantoate--beta-alanine ligase,GO:0015940,pantothenate biosynthetic process,biological_process
PALES_51151,panC,always essential,4,4,4,pantoate--beta-alanine ligase,panC,pantoate--beta-alanine ligase,GO:0003824,catalytic activity,molecular_function
PALES_51151,panC,always essential,4,4,4,pantoate--beta-alanine ligase,panC,pantoate--beta-alanine ligase,GO:0009058,biosynthetic process,biological_process
PALES_51261,rpsO,always essential,4,4,4,30S ribosomal protein S15,rpsO,30S ribosomal protein S15,GO:0003735,structural constituent of ribosome,molecular_function
PALES_51261,rpsO,always essential,4,4,4,30S ribosomal protein S15,rpsO,30S ribosomal protein S15,GO:0005840,ribosome,cellular_component
PALES_51261,rpsO,always essential,4,4,4,30S ribosomal protein S15,rpsO,30S ribosomal protein S15,GO:0006412,translation,biological_process
PALES_51291,infB,always essential,4,4,4,translation initiation factor IF-2,infB,translation initiation factor IF-2,GO:0003743,translation initiation factor activity,molecular_function
PALES_51291,infB,always essential,4,4,4,translation initiation factor IF-2,infB,translation initiation factor IF-2,GO:0005525,GTP binding,molecular_function
PALES_51291,infB,always essential,4,4,4,translation initiation factor IF-2,infB,translation initiation factor IF-2,GO:0003924,GTPase activity,molecular_function
PALES_51291,infB,always essential,4,4,4,translation initiation factor IF-2,infB,translation initiation factor IF-2,GO:0006413,translational initiation,biological_process
PALES_51301,nusA,always essential,4,4,4,transcription elongation factor NusA,nusA,transcription elongation factor NusA,GO:0003723,RNA binding,molecular_function
PALES_51301,nusA,always essential,4,4,4,transcription elongation factor NusA,nusA,transcription elongation factor NusA,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_51301,nusA,always essential,4,4,4,transcription elongation factor NusA,nusA,transcription elongation factor NusA,GO:0031554,"regulation of DNA-templated transcription, termination",biological_process
PALES_51301,nusA,always essential,4,4,4,transcription elongation factor NusA,nusA,transcription elongation factor NusA,GO:0003676,nucleic acid binding,molecular_function
PALES_51301,nusA,always essential,4,4,4,transcription elongation factor NusA,nusA,transcription elongation factor NusA,GO:0006353,"DNA-templated transcription, termination",biological_process
