LESB_Locus,Gene,Essentiality,Control,Condition,Replicates,LESB_Description,Product Description,Accession,GO Term,Namespace
PALES_54961,PALES_54961,conditionally essential,0,4,4,N-formimino-L-glutamate deiminase,N-formimino-L-glutamate deiminase,GO:0016787,hydrolase activity,molecular_function
PALES_55141,ntrB,conditionally essential,0,4,4,two-component sensor NtrB,two-component sensor NtrB,GO:0000155,phosphorelay sensor kinase activity,molecular_function
PALES_55141,ntrB,conditionally essential,0,4,4,two-component sensor NtrB,two-component sensor NtrB,GO:0007165,signal transduction,biological_process
PALES_55141,ntrB,conditionally essential,0,4,4,two-component sensor NtrB,two-component sensor NtrB,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_55141,ntrB,conditionally essential,0,4,4,two-component sensor NtrB,two-component sensor NtrB,GO:0016310,phosphorylation,biological_process
PALES_55141,ntrB,conditionally essential,0,4,4,two-component sensor NtrB,two-component sensor NtrB,GO:0016772,"transferase activity, transferring phosphorus-containing groups",molecular_function
PALES_55171,PALES_55171,conditionally essential,0,4,4,putative rRNA methylase,putative rRNA methylase,GO:0001510,RNA methylation,biological_process
PALES_55171,PALES_55171,conditionally essential,0,4,4,putative rRNA methylase,putative rRNA methylase,GO:0008168,methyltransferase activity,molecular_function
PALES_55171,PALES_55171,conditionally essential,0,4,4,putative rRNA methylase,putative rRNA methylase,GO:0003723,RNA binding,molecular_function
PALES_55171,PALES_55171,conditionally essential,0,4,4,putative rRNA methylase,putative rRNA methylase,GO:0006396,RNA processing,biological_process
PALES_55171,PALES_55171,conditionally essential,0,4,4,putative rRNA methylase,putative rRNA methylase,GO:0008173,RNA methyltransferase activity,molecular_function
PALES_55191,grx,conditionally essential,0,4,4,glutaredoxin,glutaredoxin,GO:0045454,cell redox homeostasis,biological_process
PALES_55191,grx,conditionally essential,0,4,4,glutaredoxin,glutaredoxin,GO:0009055,electron transfer activity,molecular_function
PALES_55191,grx,conditionally essential,0,4,4,glutaredoxin,glutaredoxin,GO:0015035,protein disulfide oxidoreductase activity,molecular_function
PALES_55241,PALES_55241,conditionally essential,0,4,4,putative carboxyl-terminal protease,putative carboxyl-terminal protease,GO:0006508,proteolysis,biological_process
PALES_55241,PALES_55241,conditionally essential,0,4,4,putative carboxyl-terminal protease,putative carboxyl-terminal protease,GO:0008236,serine-type peptidase activity,molecular_function
PALES_55241,PALES_55241,conditionally essential,0,4,4,putative carboxyl-terminal protease,putative carboxyl-terminal protease,GO:0005515,protein binding,molecular_function
PALES_55241,PALES_55241,conditionally essential,0,4,4,putative carboxyl-terminal protease,putative carboxyl-terminal protease,GO:0009405,pathogenesis,biological_process
PALES_55241,PALES_55241,conditionally essential,0,4,4,putative carboxyl-terminal protease,putative carboxyl-terminal protease,GO:0043163,cell envelope organization,biological_process
PALES_55241,PALES_55241,conditionally essential,0,4,4,putative carboxyl-terminal protease,putative carboxyl-terminal protease,GO:0030254,protein secretion by the type III secretion system,biological_process
PALES_55391,PALES_55391,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0005506,iron ion binding,molecular_function
PALES_55481,PALES_55481,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_55481,PALES_55481,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_55531,rmlB,conditionally essential,0,4,4,"dTDP-D-glucose 4,6-dehydratase","dTDP-D-glucose 4,6-dehydratase",GO:0008460,"dTDP-glucose 4,6-dehydratase activity",molecular_function
PALES_55531,rmlB,conditionally essential,0,4,4,"dTDP-D-glucose 4,6-dehydratase","dTDP-D-glucose 4,6-dehydratase",GO:0009225,nucleotide-sugar metabolic process,biological_process
PALES_55531,rmlB,conditionally essential,0,4,4,"dTDP-D-glucose 4,6-dehydratase","dTDP-D-glucose 4,6-dehydratase",GO:0016491,oxidoreductase activity,molecular_function
PALES_55551,rmlA,conditionally essential,0,4,4,glucose-1-phosphate thymidylyltransferase,glucose-1-phosphate thymidylyltransferase,GO:0008879,glucose-1-phosphate thymidylyltransferase activity,molecular_function
PALES_55551,rmlA,conditionally essential,0,4,4,glucose-1-phosphate thymidylyltransferase,glucose-1-phosphate thymidylyltransferase,GO:0045226,extracellular polysaccharide biosynthetic process,biological_process
PALES_55551,rmlA,conditionally essential,0,4,4,glucose-1-phosphate thymidylyltransferase,glucose-1-phosphate thymidylyltransferase,GO:0009058,biosynthetic process,biological_process
PALES_55551,rmlA,conditionally essential,0,4,4,glucose-1-phosphate thymidylyltransferase,glucose-1-phosphate thymidylyltransferase,GO:0016779,nucleotidyltransferase activity,molecular_function
PALES_55871,hslO,conditionally essential,0,4,4,Hsp33-like chaperonin,Hsp33-like chaperonin,GO:0005737,cytoplasm,cellular_component
PALES_55871,hslO,conditionally essential,0,4,4,Hsp33-like chaperonin,Hsp33-like chaperonin,GO:0006457,protein folding,biological_process
PALES_55871,hslO,conditionally essential,0,4,4,Hsp33-like chaperonin,Hsp33-like chaperonin,GO:0051082,unfolded protein binding,molecular_function
PALES_55891,PALES_55891,conditionally essential,0,4,4,putative heat shock protein,putative heat shock protein,GO:0003723,RNA binding,molecular_function
PALES_55891,PALES_55891,conditionally essential,0,4,4,putative heat shock protein,putative heat shock protein,GO:0003677,DNA binding,molecular_function
PALES_55891,PALES_55891,conditionally essential,0,4,4,putative heat shock protein,putative heat shock protein,GO:0003727,single-stranded RNA binding,molecular_function
PALES_55891,PALES_55891,conditionally essential,0,4,4,putative heat shock protein,putative heat shock protein,GO:0034605,cellular response to heat,biological_process
PALES_55891,PALES_55891,conditionally essential,0,4,4,putative heat shock protein,putative heat shock protein,GO:0043023,ribosomal large subunit binding,molecular_function
PALES_55941,amgR,conditionally essential,0,4,4,osmolarity response regulator,AmgR,GO:0000160,phosphorelay signal transduction system,biological_process
PALES_55941,amgR,conditionally essential,0,4,4,osmolarity response regulator,AmgR,GO:0003677,DNA binding,molecular_function
PALES_55941,amgR,conditionally essential,0,4,4,osmolarity response regulator,AmgR,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_55941,amgR,conditionally essential,0,4,4,osmolarity response regulator,AmgR,GO:0045862,positive regulation of proteolysis,biological_process
PALES_55941,amgR,conditionally essential,0,4,4,osmolarity response regulator,AmgR,GO:0051050,positive regulation of transport,biological_process
PALES_56081,gcvH1,conditionally essential,0,4,4,glycine cleavage system protein H,glycine cleavage system protein H,GO:0005960,glycine cleavage complex,cellular_component
PALES_56081,gcvH1,conditionally essential,0,4,4,glycine cleavage system protein H,glycine cleavage system protein H,GO:0019464,glycine decarboxylation via glycine cleavage system,biological_process
PALES_56181,pepP,conditionally essential,0,4,4,aminopeptidase P,aminopeptidase P,GO:0004177,aminopeptidase activity,molecular_function
PALES_56181,pepP,conditionally essential,0,4,4,aminopeptidase P,aminopeptidase P,GO:0030145,manganese ion binding,molecular_function
PALES_56181,pepP,conditionally essential,0,4,4,aminopeptidase P,aminopeptidase P,GO:0009405,pathogenesis,biological_process
PALES_56251,PALES_56251,conditionally essential,0,4,4,putative ATP-binding/permease fusion ABC transporter,putative ATP-binding/permease fusion ABC transporter,GO:0005524,ATP binding,molecular_function
PALES_56251,PALES_56251,conditionally essential,0,4,4,putative ATP-binding/permease fusion ABC transporter,putative ATP-binding/permease fusion ABC transporter,GO:0016887,ATPase activity,molecular_function
PALES_56251,PALES_56251,conditionally essential,0,4,4,putative ATP-binding/permease fusion ABC transporter,putative ATP-binding/permease fusion ABC transporter,GO:0016021,integral component of membrane,cellular_component
PALES_56251,PALES_56251,conditionally essential,0,4,4,putative ATP-binding/permease fusion ABC transporter,putative ATP-binding/permease fusion ABC transporter,GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component
PALES_56251,PALES_56251,conditionally essential,0,4,4,putative ATP-binding/permease fusion ABC transporter,putative ATP-binding/permease fusion ABC transporter,GO:0055085,transmembrane transport,biological_process
PALES_56431,PALES_56431,conditionally essential,0,4,4,putative LysE family efflux protein,putative LysE family efflux protein,GO:0006865,amino acid transport,biological_process
PALES_56431,PALES_56431,conditionally essential,0,4,4,putative LysE family efflux protein,putative LysE family efflux protein,GO:0016020,membrane,cellular_component
PALES_56511,PALES_56511,conditionally essential,0,4,4,putative enzyme of heme biosynthesis,putative enzyme of heme biosynthesis,GO:0005515,protein binding,molecular_function
PALES_56511,PALES_56511,conditionally essential,0,4,4,putative enzyme of heme biosynthesis,putative enzyme of heme biosynthesis,GO:0016020,membrane,cellular_component
PALES_56511,PALES_56511,conditionally essential,0,4,4,putative enzyme of heme biosynthesis,putative enzyme of heme biosynthesis,GO:0042168,heme metabolic process,biological_process
PALES_56571,argH,conditionally essential,0,4,4,argininosuccinate lyase,argininosuccinate lyase,GO:0004056,argininosuccinate lyase activity,molecular_function
PALES_56571,argH,conditionally essential,0,4,4,argininosuccinate lyase,argininosuccinate lyase,GO:0042450,arginine biosynthetic process via ornithine,biological_process
PALES_56571,argH,conditionally essential,0,4,4,argininosuccinate lyase,argininosuccinate lyase,GO:0003824,catalytic activity,molecular_function
PALES_56721,lysA,conditionally essential,0,4,4,diaminopimelate decarboxylase,diaminopimelate decarboxylase,GO:0003824,catalytic activity,molecular_function
PALES_56721,lysA,conditionally essential,0,4,4,diaminopimelate decarboxylase,diaminopimelate decarboxylase,GO:0009089,lysine biosynthetic process via diaminopimelate,biological_process
PALES_56721,lysA,conditionally essential,0,4,4,diaminopimelate decarboxylase,diaminopimelate decarboxylase,GO:0008836,diaminopimelate decarboxylase activity,molecular_function
PALES_57271,crc,conditionally essential,0,4,4,catabolite repression control protein,catabolite repression control protein,GO:0004518,nuclease activity,molecular_function
PALES_57271,crc,conditionally essential,0,4,4,catabolite repression control protein,catabolite repression control protein,GO:0006281,DNA repair,biological_process
PALES_57331,spoT,conditionally essential,0,4,4,"guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase","guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase",GO:0015969,guanosine tetraphosphate metabolic process,biological_process
PALES_57401,recG,conditionally essential,0,4,4,ATP-dependent DNA helicase RecG,ATP-dependent DNA helicase RecG,GO:0006310,DNA recombination,biological_process
PALES_57401,recG,conditionally essential,0,4,4,ATP-dependent DNA helicase RecG,ATP-dependent DNA helicase RecG,GO:0003676,nucleic acid binding,molecular_function
PALES_57401,recG,conditionally essential,0,4,4,ATP-dependent DNA helicase RecG,ATP-dependent DNA helicase RecG,GO:0005524,ATP binding,molecular_function
PALES_57401,recG,conditionally essential,0,4,4,ATP-dependent DNA helicase RecG,ATP-dependent DNA helicase RecG,GO:0034599,cellular response to oxidative stress,biological_process
PALES_57401,recG,conditionally essential,0,4,4,ATP-dependent DNA helicase RecG,ATP-dependent DNA helicase RecG,GO:0006281,DNA repair,biological_process
PALES_57401,recG,conditionally essential,0,4,4,ATP-dependent DNA helicase RecG,ATP-dependent DNA helicase RecG,GO:0034644,cellular response to UV,biological_process
PALES_57401,recG,conditionally essential,0,4,4,ATP-dependent DNA helicase RecG,ATP-dependent DNA helicase RecG,GO:0071247,cellular response to chromate,biological_process
PALES_57401,recG,conditionally essential,0,4,4,ATP-dependent DNA helicase RecG,ATP-dependent DNA helicase RecG,GO:0006281,DNA repair,biological_process
PALES_57401,recG,conditionally essential,0,4,4,ATP-dependent DNA helicase RecG,ATP-dependent DNA helicase RecG,GO:0072715,cellular response to selenite ion,biological_process
PALES_57401,recG,conditionally essential,0,4,4,ATP-dependent DNA helicase RecG,ATP-dependent DNA helicase RecG,GO:0003678,DNA helicase activity,molecular_function
PALES_57401,recG,conditionally essential,0,4,4,ATP-dependent DNA helicase RecG,ATP-dependent DNA helicase RecG,GO:0009378,four-way junction helicase activity,molecular_function
PALES_57401,recG,conditionally essential,0,4,4,ATP-dependent DNA helicase RecG,ATP-dependent DNA helicase RecG,GO:0000976,transcription regulatory region sequence-specific DNA binding,molecular_function
PALES_57551,phoB,conditionally essential,0,4,4,two-component response regulator PhoB,two-component response regulator PhoB,GO:0000160,phosphorelay signal transduction system,biological_process
PALES_57551,phoB,conditionally essential,0,4,4,two-component response regulator PhoB,two-component response regulator PhoB,GO:0000156,phosphorelay response regulator activity,molecular_function
PALES_57551,phoB,conditionally essential,0,4,4,two-component response regulator PhoB,two-component response regulator PhoB,GO:0003677,DNA binding,molecular_function
PALES_57551,phoB,conditionally essential,0,4,4,two-component response regulator PhoB,two-component response regulator PhoB,GO:0006817,phosphate ion transport,biological_process
PALES_57551,phoB,conditionally essential,0,4,4,two-component response regulator PhoB,two-component response regulator PhoB,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_57551,phoB,conditionally essential,0,4,4,two-component response regulator PhoB,two-component response regulator PhoB,GO:0071978,bacterial-type flagellum-dependent swarming motility,biological_process
PALES_57551,phoB,conditionally essential,0,4,4,two-component response regulator PhoB,two-component response regulator PhoB,GO:0080040,positive regulation of cellular response to phosphate starvation,biological_process
PALES_57561,phoR,conditionally essential,0,4,4,two-component sensor PhoR,two-component sensor PhoR,GO:0000155,phosphorelay sensor kinase activity,molecular_function
PALES_57561,phoR,conditionally essential,0,4,4,two-component sensor PhoR,two-component sensor PhoR,GO:0000160,phosphorelay signal transduction system,biological_process
PALES_57561,phoR,conditionally essential,0,4,4,two-component sensor PhoR,two-component sensor PhoR,GO:0004721,phosphoprotein phosphatase activity,molecular_function
PALES_57561,phoR,conditionally essential,0,4,4,two-component sensor PhoR,two-component sensor PhoR,GO:0007165,signal transduction,biological_process
PALES_57561,phoR,conditionally essential,0,4,4,two-component sensor PhoR,two-component sensor PhoR,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_57561,phoR,conditionally essential,0,4,4,two-component sensor PhoR,two-component sensor PhoR,GO:0004673,protein histidine kinase activity,molecular_function
PALES_57561,phoR,conditionally essential,0,4,4,two-component sensor PhoR,two-component sensor PhoR,GO:0016021,integral component of membrane,cellular_component
PALES_57561,phoR,conditionally essential,0,4,4,two-component sensor PhoR,two-component sensor PhoR,GO:0016310,phosphorylation,biological_process
PALES_57561,phoR,conditionally essential,0,4,4,two-component sensor PhoR,two-component sensor PhoR,GO:0016772,"transferase activity, transferring phosphorus-containing groups",molecular_function
PALES_57631,pstC,conditionally essential,0,4,4,membrane protein component of ABC phosphate transporter,membrane protein component of ABC phosphate transporter,GO:0005515,protein binding,molecular_function
PALES_57631,pstC,conditionally essential,0,4,4,membrane protein component of ABC phosphate transporter,membrane protein component of ABC phosphate transporter,GO:0016020,membrane,cellular_component
PALES_57631,pstC,conditionally essential,0,4,4,membrane protein component of ABC phosphate transporter,membrane protein component of ABC phosphate transporter,GO:0055085,transmembrane transport,biological_process
PALES_57691,betI,conditionally essential,0,4,4,transcriptional regulator BetI,transcriptional regulator BetI,GO:0003677,DNA binding,molecular_function
PALES_58101,glyA1,conditionally essential,0,4,4,serine hydroxymethyltransferase,serine hydroxymethyltransferase,GO:0030170,pyridoxal phosphate binding,molecular_function
PALES_58101,glyA1,conditionally essential,0,4,4,serine hydroxymethyltransferase,serine hydroxymethyltransferase,GO:0004372,glycine hydroxymethyltransferase activity,molecular_function
PALES_58101,glyA1,conditionally essential,0,4,4,serine hydroxymethyltransferase,serine hydroxymethyltransferase,GO:0019264,glycine biosynthetic process from serine,biological_process
PALES_58101,glyA1,conditionally essential,0,4,4,serine hydroxymethyltransferase,serine hydroxymethyltransferase,GO:0035999,tetrahydrofolate interconversion,biological_process
PALES_58101,glyA1,conditionally essential,0,4,4,serine hydroxymethyltransferase,serine hydroxymethyltransferase,GO:0003824,catalytic activity,molecular_function
PALES_58171,PALES_58171,conditionally essential,0,4,4,putative aldose 1-epimerase,putative aldose 1-epimerase,GO:0003824,catalytic activity,molecular_function
PALES_58171,PALES_58171,conditionally essential,0,4,4,putative aldose 1-epimerase,putative aldose 1-epimerase,GO:0005975,carbohydrate metabolic process,biological_process
PALES_58171,PALES_58171,conditionally essential,0,4,4,putative aldose 1-epimerase,putative aldose 1-epimerase,GO:0030246,carbohydrate binding,molecular_function
PALES_58171,PALES_58171,conditionally essential,0,4,4,putative aldose 1-epimerase,putative aldose 1-epimerase,GO:0016853,isomerase activity,molecular_function
PALES_58171,PALES_58171,conditionally essential,0,4,4,putative aldose 1-epimerase,putative aldose 1-epimerase,GO:0008976,polyphosphate kinase activity,molecular_function
PALES_58171,PALES_58171,conditionally essential,0,4,4,putative aldose 1-epimerase,putative aldose 1-epimerase,GO:0006798,polyphosphate catabolic process,biological_process
PALES_58191,PALES_58191,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0016021,integral component of membrane,cellular_component
PALES_58231,PALES_58231,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_58231,PALES_58231,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_58271,PALES_58271,conditionally essential,0,4,4,putative acetyltransferase,putative acetyltransferase,GO:0008080,N-acetyltransferase activity,molecular_function
