"Gene"	"Essentiality"	"Control"	"Condition"	"Replicates"	"LESB_Locus"	"PAO1_Locus"	"PA14_Locus"	"LESB_Description"	"LESB_PGD_ID"	"PAO1_Locus_1"	"PAO1_Gene"	"PAO1_Description"	"PAO1_Accession"	"PAO1_PGD_ID"	"PA14_Locus_1"	"PA14_Gene"	"PA14_Description"	"PA14_Accession"	"PA14_PGD_ID"
"PALES_01021"	"probably always non-essential"	0	1	4	"PALES_01021"	"PA0101"	"PA14_01230"	"hypothetical protein"	"PGD244244"	"PA0101"	"PA0101"	"hypothetical protein"	"NP_248791.1 ; WP_010895495.1"	"PGD102935"	"PA14_01230"	"PA14_01230"	"hypothetical protein"	"YP_788259.1 ; WP_003136996.1"	"PGD1651041"
"PALES_01031"	"inconsistent replicates"	2	2	4	"PALES_01031"	"PA0102"	"PA14_01240"	"putative carbonic anhydrase"	"PGD244246"	"PA0102"	"PA0102"	"probable carbonic anhydrase"	"NP_248792.1 ; WP_003115027.1"	"PGD102937"	"PA14_01240"	"PA14_01240"	"carbonic anhydrase"	"YP_788260.1 ; WP_003083701.1"	"PGD1651043"
"PALES_01041"	"conditionally essential"	0	4	4	"PALES_01041"	"PA0103"	"PA14_01250"	"putative sulfate transporter"	"PGD244248"	"PA0103"	"PA0103"	"probable sulfate transporter"	"NP_248793.1 ; WP_003115028.1"	"PGD102939"	"PA14_01250"	"PA14_01250"	"sulfate transporter"	"YP_788261.1 ; WP_003136999.1"	"PGD1651045"
"PALES_01051"	"probably always non-essential"	0	1	4	"PALES_01051"	"PA0104"	"PA14_01270"	"hypothetical protein"	"PGD244250"	"PA0104"	"PA0104"	"hypothetical protein"	"NP_248794 ; WP_003115029.1"	"PGD102941"	"PA14_01270"	"PA14_01270"	"hypothetical protein"	"YP_788262.1 ; WP_003137000.1"	"PGD1651047"
"PALES_01081"	"inconsistent replicates"	0	2	4	"PALES_01081"	"PA0107"	"PA14_01310"	"cytochrome C oxidase assembly protein"	"PGD244256"	"PA0107"	"PA0107"	"conserved hypothetical protein"	"NP_248797.1 ; WP_003083725.1"	"PGD102947"	"PA14_01310"	"PA14_01310"	"cytochrome C oxidase assembly protein"	"YP_788265.1 ; WP_003083725.1"	"PGD1651053"
"PALES_01101"	"conditionally essential"	0	4	4	"PALES_01101"	"PA0109"	"PA14_01330"	"hypothetical protein"	"PGD244260"	"PA0109"	"PA0109"	"hypothetical protein"	"NP_248799.1 ; WP_003101213.1"	"PGD102951"	"PA14_01330"	"PA14_01330"	"hypothetical protein"	"YP_788267.1 ; WP_003110653.1"	"PGD1651057"
"PALES_01111"	"inconsistent replicates"	1	3	4	"PALES_01111"	"PA0110"	"PA14_01340"	"hypothetical protein"	"PGD244262"	"PA0110"	"PA0110"	"hypothetical protein"	"NP_248800.1 ; WP_003119510.1"	"PGD102953"	"PA14_01340"	"PA14_01340"	"hypothetical protein"	"YP_788268.1 ; WP_003119510.1"	"PGD1651059"
"PALES_01121"	"probably always non-essential"	0	1	4	"PALES_01121"	"PA0111"	"PA14_01350"	"hypothetical protein"	"PGD244264"	"PA0111"	"PA0111"	"hypothetical protein"	"NP_248801.1 ; WP_003083738.1"	"PGD102955"	"PA14_01350"	"PA14_01350"	"hypothetical protein"	"YP_788269.1 ; WP_003101218.1"	"PGD1651061"
"PALES_01131"	"inconsistent replicates"	0	2	4	"PALES_01131"	"PA0112"	"PA14_01360"	"putative cytochrome oxidase assembly protein"	"PGD244266"	"PA0112"	"PA0112"	"hypothetical protein"	"NP_248802.1 ; WP_003115033.1"	"PGD102957"	"PA14_01360"	"PA14_01360"	"hypothetical protein"	"YP_788270.1 ; WP_003137003.1"	"PGD1651063"
"PALES_01141"	"probably always non-essential"	0	1	4	"PALES_01141"	"PA0113"	"PA14_01380"	"protoheme IX farnesyltransferase"	"PGD244268"	"PA0113"	"PA0113"	"probable cytochrome c oxidase assembly factor"	"NP_248803.1 ; WP_003083746.1"	"PGD102959"	"PA14_01380"	"PA14_01380"	"protoheme IX farnesyltransferase"	"YP_788271.1 ; WP_003083746.1"	"PGD1651065"
"PALES_01151"	"inconsistent replicates"	0	2	4	"PALES_01151"	"PA0114"	"PA14_01390"	"putative Sco1/SenC family protein"	"PGD244270"	"PA0114"	"senC"	"SenC"	"NP_248804.1 ; WP_003083748.1"	"PGD102961"	"PA14_01390"	"PA14_01390"	"hypothetical protein"	"YP_788272.1 ; WP_003083748.1"	"PGD1651067"
"PALES_01161"	"inconsistent replicates"	0	2	4	"PALES_01161"	"PA0115"	"PA14_01400"	"putative acyltransferase"	"PGD244272"	"PA0115"	"PA0115"	"conserved hypothetical protein"	"NP_248805.1 ; WP_003083750.1"	"PGD102963"	"PA14_01400"	"PA14_01400"	"hypothetical protein"	"YP_788273.1 ; WP_003083750.1"	"PGD1651069"
"PALES_01171"	"probably always essential"	3	4	4	"PALES_01171"	"PA0116"	"PA14_01410"	"putative transcriptional regulator"	"PGD244274"	"PA0116"	"PA0116"	"hypothetical protein"	"NP_248806.1 ; WP_003083753.1"	"PGD102965"	"PA14_01410"	"PA14_01410"	"hypothetical protein"	"YP_788274.1 ; WP_003083753.1"	"PGD1651071"
"PALES_01181"	"probably always essential"	3	4	4	"PALES_01181"	"PA0117"	"PA14_01430"	"putative short chain dehydrogenase"	"PGD244276"	"PA0117"	"PA0117"	"probable short chain dehydrogenase"	"NP_248807.1 ; WP_003115034.1"	"PGD102967"	"PA14_01430"	"PA14_01430"	"short chain dehydrogenase"	"YP_788275.1 ; WP_003083755.1"	"PGD1651073"
"PALES_01191"	"inconsistent replicates"	0	2	4	"PALES_01191"	"PA0118"	"PA14_01440"	"putative 2-hydroxychromene-2-carboxylate isomerase"	"PGD244278"	"PA0118"	"PA0118"	"hypothetical protein"	"NP_248808.1 ; WP_003115035.1"	"PGD102969"	"PA14_01440"	"PA14_01440"	"hypothetical protein"	"YP_788276.1 ; WP_003083757.1"	"PGD1651075"
"PALES_01201"	"probably always non-essential"	1	0	4	"PALES_01201"	"PA0119"	"PA14_01460"	"C4-dicarboxylate transporter DctA"	"PGD244280"	"PA0119"	"PA0119"	"probable dicarboxylate transporter"	"NP_248809.1 ; WP_003142411.1"	"PGD102971"	"PA14_01460"	"PA14_01460"	"C4-dicarboxylate transporter DctA"	"YP_788277.1 ; WP_003137006.1"	"PGD1651077"
"PALES_01211"	"inconsistent replicates"	0	3	4	"PALES_01211"	"PA0120"	"PA14_01470"	"putative transcriptional regulator"	"PGD244282"	"PA0120"	"PA0120"	"probable transcriptional regulator"	"NP_248810.1 ; WP_003083762.1"	"PGD102973"	"PA14_01470"	"PA14_01470"	"transcriptional regulator"	"YP_788278.1 ; WP_003083762.1"	"PGD1651079"
"PALES_01221"	"probably always essential"	3	4	4	"PALES_01221"	"PA0121"	"PA14_01480"	"putative transcriptional regulator"	"PGD244284"	"PA0121"	"PA0121"	"hypothetical protein"	"NP_248811.1 ; WP_003115036.1"	"PGD102975"	"PA14_01480"	"PA14_01480"	"hypothetical protein"	"YP_788279.1 ; WP_003110658.1"	"PGD1651081"
"PALES_01231"	"inconsistent replicates"	0	2	4	"PALES_01231"	"PA0122"	"PA14_01490"	"putative hemolysin"	"PGD244286"	"PA0122"	"rahU"	"rahU"	"NP_248812.1 ; WP_003101225.1"	"PGD102977"	"PA14_01490"	"PA14_01490"	"hemolysin"	"YP_788280.1 ; WP_003110659.1"	"PGD1651083"
"PALES_01241"	"probably always non-essential"	0	1	4	"PALES_01241"	"PA0123"	"PA14_01500"	"putative transcriptional regulator"	"PGD244288"	"PA0123"	"PA0123"	"probable transcriptional regulator"	"NP_248813.1 ; WP_003083769.1"	"PGD102979"	"PA14_01500"	"PA14_01500"	"transcriptional regulator"	"YP_788281.1 ; WP_003083769.1"	"PGD1651085"
"PALES_01251"	"inconsistent replicates"	0	3	4	"PALES_01251"	"PA0124"	"PA14_01510"	"putative plasmid stabilisation system protein"	"PGD244290"	"PA0124"	"PA0124"	"ParE toxin"	"NP_248814.1 ; WP_003083773.1"	"PGD102981"	"PA14_01510"	"PA14_01510"	"hypothetical protein"	"YP_788282.1 ; WP_003083773.1"	"PGD1651087"
"PALES_01261"	"always essential"	4	4	4	"PALES_01261"	"PA0125"	"PA14_01520"	"putative transcriptional regulator"	"PGD244292"	"PA0125"	"PA0125"	"ParD antitoxin"	"NP_248815.1 ; WP_003112628.1"	"PGD102983"	"PA14_01520"	"PA14_01520"	"hypothetical protein"	"YP_788283.1 ; WP_003137009.1"	"PGD1651089"
"PALES_01271"	"inconsistent replicates"	2	4	4	"PALES_01271"	"PA0126"	"PA14_01540"	"hypothetical protein"	"PGD244294"	"PA0126"	"PA0126"	"hypothetical protein"	"NP_248816.1 ; WP_003101226.1"	"PGD102985"	"PA14_01540"	"PA14_01540"	"hypothetical protein"	"YP_788284.1 ; WP_003137011.1"	"PGD1651091"
"PALES_01281"	"conditionally essential"	0	4	4	"PALES_01281"	"PA0127"	"PA14_01550"	"putative lipoprotein"	"PGD244296"	"PA0127"	"PA0127"	"hypothetical protein"	"NP_248817.1 ; WP_003112629.1"	"PGD102987"	"PA14_01550"	"PA14_01550"	"lipoprotein"	"YP_788285.1 ; WP_003137013.1"	"PGD1651093"
"PALES_01291"	"inconsistent replicates"	0	2	4	"PALES_01291"	"PA0128"	"PA14_01560"	"putative alkylphosphonate uptake protein"	"PGD244298"	"PA0128"	"PA0128"	"conserved hypothetical protein"	"NP_248818.1 ; WP_003101229.1"	"PGD102989"	"PA14_01560"	"PA14_01560"	"hypothetical protein"	"YP_788286.1 ; WP_003101229.1"	"PGD1651095"
"PALES_01311"	"inconsistent replicates"	0	3	4	"PALES_01311"	"PA0130"	"PA14_01600"	"putative aldehyde dehydrogenase"	"PGD244302"	"PA0130"	"bauC"	"3-Oxopropanoate dehydrogenase"	"NP_248820.1 ; WP_003101230.1"	"PGD102993"	"PA14_01600"	"PA14_01600"	"aldehyde dehydrogenase"	"YP_788288.1 ; WP_003101230.1"	"PGD1651099"
"PALES_01321"	"inconsistent replicates"	0	2	4	"PALES_01321"	"PA0131"	"PA14_01610"	"hypothetical protein"	"PGD244304"	"PA0131"	"bauB"	"BauB"	"NP_248821.1 ; WP_003083790.1"	"PGD102995"	"PA14_01610"	"PA14_01610"	"hypothetical protein"	"YP_788289.1 ; WP_003083790.1"	"PGD1651101"
"PALES_01331"	"probably always non-essential"	0	1	4	"PALES_01331"	"PA0132"	"PA14_01620"	"beta alanine--pyruvate transaminase"	"PGD244306"	"PA0132"	"bauA"	"Beta-alanine:pyruvate transaminase"	"NP_248822.1 ; WP_003083801.1"	"PGD102997"	"PA14_01620"	"aptA"	"beta alanine--pyruvate transaminase"	"YP_788290.1 ; WP_003101231.1"	"PGD1651103"
"PALES_01341"	"inconsistent replicates"	1	4	4	"PALES_01341"	"PA0133"	"PA14_01640"	"putative transcriptional regulator"	"PGD244308"	"PA0133"	"bauR"	"BauR"	"NP_248823.1 ; WP_003083805.1"	"PGD102999"	"PA14_01640"	"PA14_01640"	"LysR family transcriptional regulator"	"YP_788291.1 ; WP_003083805.1"	"PGD1651105"
"PALES_01351"	"probably always non-essential"	0	1	4	"PALES_01351"	"PA0134"	"PA14_01660"	"guanine deaminase"	"PGD244310"	"PA0134"	"PA0134"	"probable guanine deaminase"	"NP_248824.1 ; WP_003142418.1"	"PGD103001"	"PA14_01660"	"PA14_01660"	"guanine deaminase"	"YP_788292.1 ; WP_003137018.1"	"PGD1651107"
"PALES_01361"	"always essential"	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PALES_01371"	"inconsistent replicates"	1	2	4	"PALES_01371"	"PA0136"	"PA14_01670"	"putative ATP-binding component of ABC transporter"	"PGD244314"	"PA0136"	"PA0136"	"probable ATP-binding component of ABC transporter"	"NP_248826.1 ; WP_003112630.1"	"PGD103005"	"PA14_01670"	"PA14_01670"	"ABC transporter ATP-binding protein"	"YP_788293.1 ; WP_003137020.1"	"PGD1651109"
"PALES_01381"	"probably always non-essential"	1	1	4	"PALES_01381"	"PA0137"	"PA14_01680"	"putative permease of ABC transporter"	"PGD244316"	"PA0137"	"PA0137"	"probable permease of ABC transporter"	"NP_248827.1 ; WP_003112631.1"	"PGD103007"	"PA14_01680"	"PA14_01680"	"ABC transporter permease"	"YP_788294.1 ; WP_003107144.1"	"PGD1651111"
"PALES_01391"	"inconsistent replicates"	1	2	4	"PALES_01391"	"PA0138"	"PA14_01690"	"putative permease of ABC transporter"	"PGD244318"	"PA0138"	"PA0138"	"probable permease of ABC transporter"	"NP_248828.1 ; WP_003112632.1"	"PGD103009"	"PA14_01690"	"PA14_01690"	"ABC transporter permease"	"YP_788295.1 ; WP_011666530.1"	"PGD1651113"
"PALES_01421"	"probably always non-essential"	0	1	4	"PALES_01421"	"PA0141"	"PA14_01730"	"hypothetical protein"	"PGD244324"	"PA0141"	"PA0141"	"conserved hypothetical protein"	"NP_248831.1 ; WP_003121626.1"	"PGD103015"	"PA14_01730"	"PA14_01730"	"hypothetical protein"	"YP_788298.1 ; WP_003137024.1"	"PGD1651119"
"PALES_01431"	"inconsistent replicates"	0	2	4	"PALES_01431"	"PA0142"	"PA14_01750"	"hydroxydechloroatrazine ethylaminohydrolase"	"PGD244326"	"PA0142"	"PA0142"	"hypothetical protein"	"NP_248832.1 ; WP_003112635.1"	"PGD103017"	"PA14_01750"	"PA14_01750"	"hydroxydechloroatrazine ethylaminohydrolase"	"YP_788299.1 ; WP_003137026.1"	"PGD1651121"
"PALES_01451"	"inconsistent replicates"	2	3	4	"PALES_01451"	"PA0144"	"PA14_01780"	"putative nucleoside 2-deoxyribosyltransferase"	"PGD244330"	"PA0144"	"PA0144"	"hypothetical protein"	"NP_248834.1 ; WP_003112637.1"	"PGD103021"	"PA14_01780"	"PA14_01780"	"nucleoside 2-deoxyribosyltransferase"	"YP_788302.1 ; WP_003083840.1"	"PGD1651127"
"PALES_01461"	"always non-essential"	0	0	4	"PALES_01461"	"PA0145"	"PA14_01790"	"putative nucleoside 2-deoxyribosyltransferase"	"PGD244332"	"PA0145"	"PA0145"	"hypothetical protein"	"NP_248835.1 ; WP_003112638.1"	"PGD103023"	"PA14_01790"	"PA14_01790"	"nucleoside 2-deoxyribosyltransferase"	"YP_788303.1 ; WP_003137030.1"	"PGD1651129"
"PALES_01471"	"probably always non-essential"	0	1	4	"PALES_01471"	"PA0146"	"PA14_01800"	"putative basic membrane protein (bmp)"	"PGD244334"	"PA0146"	"PA0146"	"conserved hypothetical protein"	"NP_248836.1 ; WP_010895496.1"	"PGD103025"	"PA14_01800"	"PA14_01800"	"hypothetical protein"	"YP_788304.1 ; WP_003137032.1"	"PGD1651131"
"PALES_01481"	"always non-essential"	0	0	4	"PALES_01481"	"PA0147"	"PA14_01810"	"putative oxidoreductase"	"PGD244336"	"PA0147"	"PA0147"	"probable oxidoreductase"	"NP_248837.1 ; WP_003112640.1"	"PGD103027"	"PA14_01810"	"PA14_01810"	"oxidoreductase"	"YP_788305.1 ; WP_003106716.1"	"PGD1651133"
"PALES_01491"	"always non-essential"	0	0	4	"PALES_01491"	"PA0148"	"PA14_01830"	"adenosine deaminase"	"PGD244338"	"PA0148"	"PA0148"	"adenine deaminase"	"NP_248838.1 ; WP_003112641.1"	"PGD103029"	"PA14_01830"	"PA14_01830"	"adenosine deaminase"	"YP_788306.1 ; WP_003083850.1"	"PGD1651135"
"PALES_01501"	"inconsistent replicates"	0	2	4	"PALES_01501"	"PA0149"	"PA14_01840"	"putative sigma-70 factor, ECF subfamily"	"PGD244340"	"PA0149"	"PA0149"	"probable sigma-70 factor, ECF subfamily"	"NP_248839.1 ; WP_003112642.1"	"PGD103031"	"PA14_01840"	"PA14_01840"	"RNA polymerase ECF-subfamily sigma-70 factor"	"YP_788307.1 ; WP_003112642.1"	"PGD1651137"
"PALES_01511"	"inconsistent replicates"	1	2	4	"PALES_01511"	"PA0150"	"PA14_01860"	"putative transmembrane sensor"	"PGD244342"	"PA0150"	"PA0150"	"anti-sigma factor"	"NP_248840.1 ; WP_003112643.1"	"PGD103033"	"PA14_01860"	"PA14_01860"	"transmembrane sensor"	"YP_788308.1 ; WP_003137034.1"	"PGD1651139"
"PALES_01521"	"inconsistent replicates"	0	2	4	"PALES_01521"	"PA0151"	"PA14_01870"	"putative TonB-dependent receptor"	"PGD244344"	"PA0151"	"PA0151"	"probable TonB-dependent receptor"	"NP_248841.1 ; WP_003112644.1"	"PGD103035"	"PA14_01870"	"PA14_01870"	"TonB-dependent receptor"	"YP_788309.1 ; WP_003137036.1"	"PGD1651141"
"PALES_01571"	"inconsistent replicates"	0	3	4	"PALES_01571"	"PA0156"	"PA14_01940"	"putative Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor"	"PGD244354"	"PA0156"	"triA"	"Resistance-Nodulation-Cell Division (RND) triclosan efflux membrane fusion protein, TriA"	"NP_248846.1 ; WP_003118583.1"	"PGD103045"	"PA14_01940"	"PA14_01940"	"RND efflux membrane fusion protein"	"YP_788314.1 ; WP_003137041.1"	"PGD1651151"
"PALES_01581"	"inconsistent replicates"	1	2	4	"PALES_01581"	"PA0157"	"PA14_01960"	"putative Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor"	"PGD244356"	"PA0157"	"triB"	"Resistance-Nodulation-Cell Division (RND) triclosan efflux membrane fusion protein, TriB"	"NP_248847.1 ; WP_003083872.1"	"PGD103047"	"PA14_01960"	"PA14_01960"	"RND efflux membrane fusion protein"	"YP_788315.1 ; WP_003083872.1"	"PGD1651153"
"PALES_01591"	"inconsistent replicates"	0	2	4	"PALES_01591"	"PA0158"	"PA14_01970"	"putative Resistance-Nodulation-Cell Division (RND) efflux transporter"	"PGD244358"	"PA0158"	"triC"	"Resistance-Nodulation-Cell Division (RND) triclosan efflux transporter, TriC"	"NP_248848.1 ; WP_003102199.1"	"PGD103049"	"PA14_01970"	"PA14_01970"	"RND efflux transporter"	"YP_788316.1 ; WP_003137043.1"	"PGD1651155"
"PALES_01601"	"always non-essential"	0	0	4	"PALES_01601"	"PA0159"	"PA14_01980"	"putative transcriptional regulator"	"PGD244360"	"PA0159"	"PA0159"	"probable transcriptional regulator"	"NP_248849.1 ;"	"PGD103051"	"PA14_01980"	"PA14_01980"	"LysR family transcriptional regulator"	"YP_788317.1 ; WP_003083876.1"	"PGD1651157"
"PALES_01611"	"inconsistent replicates"	1	2	4	"PALES_01611"	"PA0160"	"PA14_01990"	"hypothetical protein"	"PGD244362"	"PA0160"	"PA0160"	"hypothetical protein"	"NP_248850.1 ; WP_003083879.1"	"PGD103053"	"PA14_01990"	"PA14_01990"	"hypothetical protein"	"YP_788318.1 ; WP_003083879.1"	"PGD1651159"
"PALES_01621"	"inconsistent replicates"	2	4	4	"PALES_01621"	"PA0161"	"PA14_02010"	"hypothetical protein"	"PGD244364"	"PA0161"	"PA0161"	"hypothetical protein"	"NP_248851 ; WP_010895498.1"	"PGD103055"	"PA14_02010"	"PA14_02010"	"hypothetical protein"	"YP_788319.1 ; WP_003137044.1"	"PGD1651161"
"PALES_01641"	"probably always non-essential"	0	1	4	"PALES_01641"	"PA0163"	"PA14_02030"	"putative transcriptional regulator"	"PGD244368"	"PA0163"	"PA0163"	"probable transcriptional regulator"	"NP_248853.1 ; WP_003083886.1"	"PGD103059"	"PA14_02030"	"PA14_02030"	"AraC family transcriptional regulator"	"YP_788321.1 ; WP_003083886.1"	"PGD1651165"
"PALES_01651"	"inconsistent replicates"	0	2	4	"PALES_01651"	"PA0164"	"PA14_02050"	"putative gamma-glutamyltranspeptidase"	"PGD244370"	"PA0164"	"PA0164"	"probable gamma-glutamyltranspeptidase"	"NP_248854.1 ; WP_003112648.1"	"PGD103061"	"PA14_02050"	"PA14_02050"	"gamma-glutamyltranspeptidase"	"YP_788322.1 ; WP_003137047.1"	"PGD1651167"
"PALES_01661"	"always non-essential"	0	0	4	"PALES_01661"	"PA0165"	"PA14_02060"	"putative outer membrane protein"	"PGD244372"	"PA0165"	"PA0165"	"hypothetical protein"	"NP_248855.1 ; WP_003102209.1"	"PGD103063"	"PA14_02060"	"PA14_02060"	"hypothetical protein"	"YP_788323.1 ; WP_003102209.1"	"PGD1651169"
"PALES_01671"	"inconsistent replicates"	1	2	4	"PALES_01671"	"PA0166"	"PA14_02070"	"putative transporter"	"PGD244374"	"PA0166"	"PA0166"	"probable transporter"	"NP_248856.1 ; WP_003102211.1"	"PGD103065"	"PA14_02070"	"PA14_02070"	"transporter"	"YP_788324.1 ; WP_003083900.1"	"PGD1651171"
"PALES_01681"	"probably always non-essential"	1	1	4	"PALES_01681"	"PA0167"	"PA14_02090"	"putative transcriptional regulator"	"PGD244376"	"PA0167"	"PA0167"	"probable transcriptional regulator"	"NP_248857.1 ; WP_003083903.1"	"PGD103067"	"PA14_02090"	"PA14_02090"	"TetR family transcriptional regulator"	"YP_788325.1 ; WP_003137048.1"	"PGD1651173"
"PALES_01691"	"inconsistent replicates"	2	4	4	"PALES_01691"	"PA0168"	"PA14_02100"	"hypothetical protein"	"PGD244378"	"PA0168"	"PA0168"	"conserved hypothetical protein"	"NP_248858.1 ; WP_003102213.1"	"PGD103069"	"PA14_02100"	"PA14_02100"	"hypothetical protein"	"YP_788326.1 ; WP_003137049.1"	"PGD1651175"
"PALES_01701"	"probably always non-essential"	0	1	4	"PALES_01701"	"PA0169"	"PA14_02110"	"putative GGDEF domain"	"PGD244380"	"PA0169"	"siaD"	"SiaD"	"NP_248859.1 ; WP_003118588.1"	"PGD103071"	"PA14_02110"	"PA14_02110"	"diguanylate cyclase"	"YP_788327.1 ; WP_003118588.1"	"PGD1651177"
"PALES_01711"	"inconsistent replicates"	1	3	4	"PALES_01711"	"PA0170"	"PA14_02130"	"hypothetical protein"	"PGD244382"	"PA0170"	"PA0170"	"hypothetical protein"	"NP_248860.1 ; WP_003083913.1"	"PGD103073"	"PA14_02130"	"PA14_02130"	"hypothetical protein"	"YP_788328.1 ; WP_003083913.1"	"PGD1651179"
"PALES_01721"	"inconsistent replicates"	0	3	4	"PALES_01721"	"PA0171"	"PA14_02140"	"hypothetical protein"	"PGD244384"	"PA0171"	"PA0171"	"hypothetical protein"	"NP_248861.1 ; WP_003083916.1"	"PGD103075"	"PA14_02140"	"PA14_02140"	"hypothetical protein"	"YP_788329.1 ; WP_003083916.1"	"PGD1651181"
"PALES_01731"	"inconsistent replicates"	0	2	4	"PALES_01731"	"PA0172"	"PA14_02150"	"putative serine phosphatase"	"PGD244386"	"PA0172"	"siaA"	"SiaA"	"NP_248862.1 ; WP_003112649.1"	"PGD103077"	"PA14_02150"	"PA14_02150"	"hypothetical protein"	"YP_788330.1 ; WP_003083920.1"	"PGD1651183"
"PALES_01741"	"inconsistent replicates"	1	3	4	"PALES_01741"	"PA0173"	"PA14_02180"	"chemotaxis-specific methylesterase"	"PGD244388"	"PA0173"	"PA0173"	"probable methylesterase"	"NP_248863.1 ; WP_003083922.1"	"PGD103079"	"PA14_02180"	"cheB"	"chemotaxis-specific methylesterase"	"YP_788331.1 ; WP_003137050.1"	"PGD1651185"
"PALES_01751"	"inconsistent replicates"	0	2	4	"PALES_01751"	"PA0174"	"PA14_02190"	"putative chemotaxis protein"	"PGD244390"	"PA0174"	"PA0174"	"conserved hypothetical protein"	"NP_248864.1 ; WP_003102220.1"	"PGD103081"	"PA14_02190"	"PA14_02190"	"hypothetical protein"	"YP_788332.1 ; WP_003137051.1"	"PGD1651187"
"PALES_01761"	"probably always non-essential"	1	0	4	"PALES_01761"	"PA0175"	"PA14_02200"	"putative chemotaxis protein methyltransferase"	"PGD244392"	"PA0175"	"cheR2"	"CheR2"	"NP_248865.1 ; WP_003102222.1"	"PGD103083"	"PA14_02200"	"PA14_02200"	"chemotaxis protein methyltransferase"	"YP_788333.1 ; WP_003083930.1"	"PGD1651189"
"PALES_01781"	"inconsistent replicates"	1	2	4	"PALES_01781"	"PA0177"	"PA14_02230"	"putative purine-binding chemotaxis protein"	"PGD244396"	"PA0177"	"PA0177"	"probable purine-binding chemotaxis protein"	"NP_248867.1 ; WP_003083938.1"	"PGD103087"	"PA14_02230"	"cheW"	"purine-binding chemotaxis protein"	"YP_788335.1 ; WP_003083938.1"	"PGD1651193"
"PALES_01791"	"inconsistent replicates"	1	3	4	"PALES_01791"	"PA0178"	"PA14_02250"	"putative two-component sensor"	"PGD244398"	"PA0178"	"PA0178"	"probable two-component sensor"	"NP_248868.1 ; WP_010895499.1"	"PGD103089"	"PA14_02250"	"cheA"	"two-component sensor"	"YP_788336.1 ; WP_003137053.1"	"PGD1651195"
"PALES_01801"	"inconsistent replicates"	1	3	4	"PALES_01801"	"PA0179"	"PA14_02260"	"putative two-component response regulator"	"PGD244400"	"PA0179"	"PA0179"	"probable two-component response regulator"	"NP_248869.1 ; WP_003083943.1"	"PGD103091"	"PA14_02260"	"PA14_02260"	"two-component response regulator"	"YP_788337.1 ; WP_003083943.1"	"PGD1651197"
"PALES_01811"	"inconsistent replicates"	1	3	4	"PALES_01811"	"PA0180"	"PA14_02270"	"putative chemotaxis transducer"	"PGD244402"	"PA0180"	"cttP"	"chemotactic transducer for trichloroethylene [positive chemotaxis], CttP"	"NP_248870.1 ; WP_003106690.1"	"PGD103093"	"PA14_02270"	"PA14_02270"	"chemotaxis transducer"	"YP_788338.1 ; WP_003137055.1"	"PGD1651199"
"PALES_01821"	"inconsistent replicates"	0	2	4	"PALES_01821"	"PA0181"	"PA14_02290"	"putative transcriptional regulator"	"PGD244404"	"PA0181"	"PA0181"	"probable transcriptional regulator"	"NP_248871.1 ; WP_003112652.1"	"PGD103095"	"PA14_02290"	"PA14_02290"	"LysR family transcriptional regulator"	"YP_788339.1 ; WP_003137057.1"	"PGD1651201"
"PALES_01831"	"inconsistent replicates"	0	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PALES_01851"	"inconsistent replicates"	0	2	4	"PALES_01851"	"PA0184"	"PA14_02330"	"putative ATP-binding component of ABC transporter"	"PGD244410"	"PA0184"	"PA0184"	"probable ATP-binding component of ABC transporter"	"NP_248874.1 ; WP_003112653.1"	"PGD103101"	"PA14_02330"	"PA14_02330"	"ABC transporter ATP-binding protein"	"YP_788342.1 ; WP_003137062.1"	"PGD1651207"
"PALES_01861"	"inconsistent replicates"	2	2	4	"PALES_01861"	"PA0185"	"PA14_02340"	"putative permease of ABC transporter"	"PGD244412"	"PA0185"	"PA0185"	"probable permease of ABC transporter"	"NP_248875.1 ; WP_003106694.1"	"PGD103103"	"PA14_02340"	"PA14_02340"	"ABC transporter permease"	"YP_788343.1 ; WP_003110981.1"	"PGD1651209"
"PALES_01871"	"probably always non-essential"	0	1	4	"PALES_01871"	"PA0186"	"PA14_02360"	"putative binding protein component of ABC transporter"	"PGD244414"	"PA0186"	"PA0186"	"probable binding protein component of ABC transporter"	"NP_248876.1 ; WP_003112655.1"	"PGD103105"	"PA14_02360"	"PA14_02360"	"ABC transporter substrate-binding protein"	"YP_788344.1 ; WP_003112655.1"	"PGD1651211"
"PALES_01881"	"probably always non-essential"	0	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PALES_01891"	"probably always non-essential"	1	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PALES_01901"	"inconsistent replicates"	0	2	4	"PALES_01901"	"PA0189"	"PA14_02370"	"putative porin"	"PGD244420"	"PA0189"	"PA0189"	"probable porin"	"NP_248879.1 ; WP_003112658.1"	"PGD103111"	"PA14_02370"	"PA14_02370"	"porin"	"YP_788345.1 ; WP_003137064.1"	"PGD1651213"
